CoC_Number,Total_Year_Round_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES_TH_SH,Total_HMIS_Year_Round_Beds_ES_TH_SH,HMIS_Participation_Rate_for_Year_Round_Beds_ES_TH_SH,Total_Year_Round_Beds_ES,Total_Year_Round_Beds_TH,Total_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_without_Children_ES_TH_SH,Total_Beds_for_Households_with_only_Children_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES,Total_HMIS_Year_Round_Beds_ES,HMIS_Participation_Rate_for_Year_Round_Beds_ES,Total_Seasonal_Beds_ES,Total_Overflow_Beds_ES,Total_Units_for_Households_with_Children_ES,Total_Beds_for_Households_with_Children_ES,Total_Beds_for_Households_without_Children_ES,Total_Beds_for_Households_with_only_Children_ES,Total_Non_DV_Year_Round_Beds_TH,Total_HMIS_Year_Round_Beds_TH,HMIS_Participation_Rate_for_Year_Round_Beds_TH,Total_Units_for_Households_with_Children_TH,Total_Beds_for_Households_with_Children_TH,Total_Beds_for_Households_without_Children_TH,Total_Beds_for_Households_with_only_Children_TH,Total_Non_DV_Year_Round_Beds_SH,Total_HMIS_Year_Round_Beds_SH,HMIS_Participation_Rate_for_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_SH,Total_Beds_for_Households_with_Children_SH,Total_Beds_for_Households_without_Children_SH,Total_Beds_for_Households_with_only_Children_SH,Total_Year_Round_Beds_RRH_AND_DEM,Total_Non_DV_Year_Round_Beds_RRH_AND_DEM,Total_HMIS_Year_Round_Beds_RRH_AND_DEM,HMIS_Participation_Rate_for_Year_Round_Beds_RRH_AND_DEM,Total_Units_for_Households_with_Children_RRH_AND_DEM,Total_Beds_for_Households_with_Children_RRH_AND_DEM,Total_Beds_for_Households_without_Children_RRH_AND_DEM,Total_Beds_for_Households_with_only_Children_RRH_AND_DEM,Total_Year_Round_Beds_RRH,Total_Non_DV_Year_Round_Beds_RRH,Total_HMIS_Year_Round_Beds_RRH,HMIS_Participation_Rate_for_Year_Round_Beds_RRH,Total_Units_for_Households_with_Children_RRH,Total_Beds_for_Households_with_Children_RRH,Total_Beds_for_Households_without_Children_RRH,Total_Beds_for_Households_with_only_Children_RRH,Total_Year_Round_Beds_DEM,Total_Non_DV_Year_Round_Beds_DEM,Total_HMIS_Year_Round_Beds_DEM,HMIS_Participation_Rate_for_Year_Round_Beds_DEM,Total_Units_for_Households_with_Children_DEM,Total_Beds_for_Households_with_Children_DEM,Total_Beds_for_Households_without_Children_DEM,Total_Beds_for_Households_with_only_Children_DEM,Total_Year_Round_Beds_PSH,Total_Non_DV_Year_Round_Beds_PSH,Total_HMIS_Year_Round_Beds_PSH,HMIS_Participation_Rate_for_Year_Round_Beds_PSH,Total_Units_for_Households_with_Children_PSH,Total_Beds_for_Households_with_Children_PSH,Total_Beds_for_Households_without_Children_PSH,Total_Beds_for_Households_with_only_Children_PSH,Total_Year_Round_Beds_OPH,Total_Non_DV_Year_Round_Beds_OPH,Total_HMIS_Year_Round_Beds_OPH,HMIS_Participation_Rate_for_Year_Round_Beds_OPH,Total_Units_for_Households_with_Children_OPH,Total_Beds_for_Households_with_Children_OPH,Total_Beds_for_Households_without_Children_OPH,Total_Beds_for_Households_with_only_Children_OPH
IN-503,1831,1526,826,0.4511,887,919,25,229,847,954,30,719,276,0.3112,285,205,119,455,402,30,782,525,0.5713,110,392,527,0,25,25,1,0,0,25,0,103,103,103,1,19,45,58,0,103,103,103,1,19,45,58,0,0,0,0,.,0,0,0,0,1162,1162,735,0.6325,128,397,765,0,46,46,0,0,0,0,46,0
KS-501,245,223,165,0.6735,44,201,0,30,117,116,12,44,44,1,0,15,0,0,44,0,179,121,0.602,30,117,72,12,0,0,.,0,0,0,0,8,8,8,1,1,4,4,0,8,8,8,1,1,4,4,0,0,0,0,.,0,0,0,0,130,130,64,0.4923,11,39,91,0,0,0,0,.,0,0,0,0
KS-502,613,461,261,0.4258,394,199,20,73,280,333,0,319,119,0.302,120,0,32,127,267,0,122,122,0.6131,41,153,46,0,20,20,1,0,0,20,0,11,11,11,1,3,11,0,0,11,11,11,1,3,11,0,0,0,0,0,.,0,0,0,0,418,418,242,0.5789,48,119,299,0,0,0,0,.,0,0,0,0
KS-503,394,378,378,0.9594,310,84,0,70,132,262,0,294,294,0.9484,0,0,50,86,224,0,84,84,1,20,46,38,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,486,486,376,0.7737,84,362,124,0,0,0,0,.,0,0,0,0
KS-505,231,142,142,0.6147,100,131,0,63,207,24,0,55,55,0.55,0,0,29,92,8,0,87,87,0.6641,34,115,16,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,35,35,23,0.6571,2,6,29,0,0,0,0,.,0,0,0,0
KS-507,1705,1306,866,0.5079,1004,701,0,224,821,884,0,633,403,0.4014,0,46,119,470,534,0,673,463,0.6605,105,351,350,0,0,0,.,0,0,0,0,213,213,213,1,46,141,72,0,213,213,213,1,46,141,72,0,0,0,0,.,0,0,0,0,339,339,339,1,48,144,195,0,0,0,0,.,0,0,0,0
KY-500,1702,1270,827,0.4859,1132,570,0,394,813,873,16,840,409,0.3613,106,55,194,450,666,16,430,418,0.7333,200,363,207,0,0,0,.,0,0,0,0,78,56,56,0.7179,22,54,24,0,78,56,56,0.7179,22,54,24,0,0,0,0,.,0,0,0,0,1013,844,730,0.7206,266,461,552,0,0,0,0,.,0,0,0,0
KY-501,1150,1072,1072,0.9322,556,583,11,123,336,796,18,509,509,0.9155,0,162,59,153,385,18,552,552,0.9468,64,183,400,0,11,11,1,0,0,11,0,55,55,55,1,17,35,20,0,55,55,55,1,17,35,20,0,0,0,0,.,0,0,0,0,1577,1577,1235,0.7831,206,627,950,0,0,0,0,.,0,0,0,0
KY-502,1410,1373,743,0.527,510,900,0,163,434,966,10,473,220,0.4314,68,20,24,71,429,10,900,523,0.5811,139,363,537,0,0,0,.,0,0,0,0,46,46,46,1,8,36,10,0,46,46,46,1,8,36,10,0,0,0,0,.,0,0,0,0,487,451,327,0.6715,49,148,339,0,0,0,0,.,0,0,0,0
LA-500,493,401,398,0.8073,196,297,0,74,220,273,0,124,121,0.6173,0,33,21,64,132,0,277,277,0.9327,53,156,141,0,0,0,.,0,0,0,0,35,32,32,0.9143,9,33,2,0,35,32,32,0.9143,9,33,2,0,0,0,0,.,0,0,0,0,168,143,143,0.8512,27,76,92,0,25,25,25,1,2,4,21,0
LA-501,210,149,40,0.1905,139,71,0,14,84,102,24,78,16,0.1151,0,4,14,84,39,16,71,24,0.338,0,0,63,8,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,95,95,95,1,40,51,44,0,0,0,0,.,0,0,0,0
LA-502,836,756,691,0.8266,452,374,10,116,457,366,13,372,307,0.6792,0,35,57,175,277,0,374,374,1,59,282,79,13,10,10,1,0,0,10,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,480,480,244,0.5083,13,36,444,0,0,0,0,.,0,0,0,0
LA-503,1305,1261,1129,0.8651,606,684,15,159,462,843,0,591,555,0.9158,59,30,35,112,494,0,655,559,0.8173,124,350,334,0,15,15,1,0,0,15,0,320,320,290,0.9063,59,185,135,0,193,193,163,0.8446,18,58,135,0,127,127,127,1,41,127,0,0,2464,2464,1824,0.7403,520,798,1666,0,0,0,0,.,0,0,0,0
LA-504,836,776,522,0.6244,239,597,0,38,108,703,25,179,179,0.749,0,100,28,88,136,15,597,343,0.5745,10,20,567,10,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,408,408,343,0.8407,42,99,309,0,0,0,0,.,0,0,0,0
LA-505,294,205,77,0.2619,117,169,8,56,173,109,12,83,25,0.2137,0,0,11,47,59,11,114,44,0.2604,45,126,42,1,8,8,1,0,0,8,0,134,131,125,0.9328,37,120,14,0,134,131,125,0.9328,37,120,14,0,0,0,0,.,0,0,0,0,98,98,98,1,27,45,53,0,0,0,0,.,0,0,0,0
LA-506,315,225,138,0.4381,112,203,0,46,156,159,0,77,14,0.125,10,3,12,38,74,0,148,124,0.6108,34,118,85,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,335,335,277,0.8269,57,187,148,0,0,0,0,.,0,0,0,0
LA-507,147,147,74,0.5034,52,95,0,12,38,109,0,52,16,0.3077,10,8,1,8,44,0,95,58,0.6105,11,30,65,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,280,280,68,0.2429,58,145,135,0,0,0,0,.,0,0,0,0
LA-508,138,112,103,0.7464,63,75,0,20,79,59,0,37,37,0.5873,0,0,15,53,10,0,75,66,0.88,5,26,49,0,0,0,.,0,0,0,0,13,13,13,1,4,12,1,0,13,13,13,1,4,12,1,0,0,0,0,.,0,0,0,0,268,229,229,0.8545,44,162,106,0,0,0,0,.,0,0,0,0
MA-500,6189,6011,5241,0.8468,4849,1313,27,1232,3803,2386,0,4758,4204,0.867,65,112,1086,3467,1382,0,1226,1020,0.7768,146,336,977,0,27,17,0.6296,0,0,27,0,142,142,142,1,29,102,40,0,51,51,51,1,4,11,40,0,91,91,91,1,25,91,0,0,6042,6042,4090,0.6769,643,1738,4304,0,0,0,0,.,0,0,0,0
MA-502,535,535,495,0.9252,438,97,0,120,429,106,0,438,438,1,14,0,88,368,70,0,97,57,0.5876,32,61,36,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,272,262,262,0.9632,44,82,190,0,0,0,0,.,0,0,0,0
MA-503,299,241,237,0.7926,246,53,0,60,149,150,0,188,184,0.748,0,0,60,149,97,0,53,53,1,0,0,53,0,0,0,.,0,0,0,0,18,18,18,1,0,0,18,0,18,18,18,1,0,0,18,0,0,0,0,.,0,0,0,0,267,267,267,1,5,10,257,0,0,0,0,.,0,0,0,0
MA-504,1418,1237,1130,0.7969,1179,232,7,317,1063,351,4,1103,1063,0.9016,0,1310,272,943,232,4,127,60,0.2586,45,120,112,0,7,7,1,0,0,7,0,1024,1024,0,0,313,1024,0,0,1024,1024,0,0,313,1024,0,0,0,0,0,.,0,0,0,0,833,833,594,0.7131,92,311,522,0,0,0,0,.,0,0,0,0
MA-505,379,334,325,0.8575,130,249,0,48,126,253,0,100,91,0.7,0,0,30,91,39,0,234,234,0.9398,18,35,214,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,281,281,281,1,78,206,75,0,0,0,0,.,0,0,0,0
MA-506,1184,1125,1100,0.9291,757,414,13,291,834,350,0,731,714,0.9432,0,708,228,664,93,0,381,373,0.901,63,170,244,0,13,13,1,0,0,13,0,1102,1102,1102,1,323,949,153,0,1102,1102,1102,1,323,949,153,0,0,0,0,.,0,0,0,0,1003,1003,750,0.7478,155,369,634,0,0,0,0,.,0,0,0,0
MA-507,556,527,521,0.9371,176,380,0,56,152,396,8,147,147,0.8352,66,165,37,105,71,0,380,374,0.9842,19,47,325,8,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,420,420,136,0.3238,21,64,356,0,76,76,41,0.5395,0,0,76,0
MA-508,541,443,393,0.7264,409,132,0,130,397,144,0,387,379,0.9267,60,2,96,309,100,0,56,14,0.1061,34,88,44,0,0,0,.,0,0,0,0,52,52,10,0.1923,15,52,0,0,52,52,10,0.1923,15,52,0,0,0,0,0,.,0,0,0,0,54,36,24,0.4444,6,18,36,0,0,0,0,.,0,0,0,0
MA-509,491,461,425,0.8656,281,210,0,66,181,310,0,266,266,0.9466,36,5,31,74,207,0,195,159,0.7571,35,107,103,0,0,0,.,0,0,0,0,21,21,21,1,4,10,11,0,21,21,21,1,4,10,11,0,0,0,0,.,0,0,0,0,483,466,235,0.4865,17,45,438,0,0,0,0,.,0,0,0,0
MA-510,614,567,533,0.8681,488,115,11,158,446,168,0,473,439,0.8996,14,793,122,370,118,0,83,83,0.7217,36,76,39,0,11,11,1,0,0,11,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,436,429,251,0.5757,53,149,287,0,0,0,0,.,0,0,0,0
MA-511,205,189,189,0.922,205,0,0,29,83,122,0,189,189,0.922,0,238,29,83,122,0,0,0,.,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,326,326,326,1,55,141,185,0,0,0,0,.,0,0,0,0
MA-513,372,372,111,0.2984,345,27,0,105,361,11,0,345,95,0.2754,0,0,97,345,0,0,27,16,0.5926,8,16,11,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,127,127,117,0.9213,25,74,53,0,70,70,70,1,25,70,0,0
MA-515,307,294,255,0.8306,192,115,0,63,214,93,0,179,179,0.9323,30,0,39,154,38,0,115,76,0.6609,24,60,55,0,0,0,.,0,0,0,0,11,11,11,1,4,9,2,0,11,11,11,1,4,9,2,0,0,0,0,.,0,0,0,0,160,160,146,0.9125,30,82,78,0,0,0,0,.,0,0,0,0
MA-516,1112,976,807,0.7257,701,399,12,306,829,283,0,669,584,0.8331,14,1763,199,514,187,0,295,211,0.5288,107,315,84,0,12,12,1,0,0,12,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,706,686,401,0.568,62,178,528,0,0,0,0,.,0,0,0,0
MA-517,174,153,153,0.8793,111,63,0,30,80,94,0,90,90,0.8108,0,4,21,62,49,0,63,63,1,9,18,45,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,130,130,124,0.9538,16,41,89,0,0,0,0,.,0,0,0,0
MA-518,228,127,84,0.3684,104,124,0,51,160,68,0,80,80,0.7692,0,513,15,43,61,0,47,4,0.0323,36,117,7,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,164,155,119,0.7256,4,9,155,0,0,0,0,.,0,0,0,0
MA-519,246,218,188,0.7642,170,76,0,51,194,52,0,158,158,0.9294,0,0,31,140,30,0,60,30,0.3947,20,54,22,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,86,86,80,0.9302,12,32,54,0,0,0,0,.,0,0,0,0
MA-520,621,578,511,0.8229,506,115,0,173,476,145,0,496,496,0.9802,27,511,148,416,90,0,82,15,0.1304,25,60,55,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,158,158,152,0.962,32,84,74,0,0,0,0,.,0,0,0,0
MD-500,131,111,51,0.3893,80,51,0,23,91,40,0,60,0,0,10,9,8,42,38,0,51,51,1,15,49,2,0,0,0,.,0,0,0,0,8,8,8,1,0,0,8,0,8,8,8,1,0,0,8,0,0,0,0,.,0,0,0,0,117,117,117,1,23,71,46,0,0,0,0,.,0,0,0,0
MD-501,2424,2340,1680,0.6931,834,1550,40,215,735,1673,16,789,619,0.7422,12,224,30,241,577,16,1511,1021,0.6587,185,494,1056,0,40,40,1,0,0,40,0,184,170,155,0.8424,66,140,44,0,184,170,155,0.8424,66,140,44,0,0,0,0,.,0,0,0,0,3152,3152,2188,0.6942,538,1409,1743,0,0,0,0,.,0,0,0,0
MD-502,154,126,114,0.7403,65,89,0,26,98,56,0,37,37,0.5692,93,0,9,31,34,0,89,77,0.8652,17,67,22,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,118,118,118,1,36,87,31,0,0,0,0,.,0,0,0,0
MD-503,243,222,222,0.9136,147,96,0,60,171,72,0,126,126,0.8571,85,50,36,91,56,0,96,96,1,24,80,16,0,0,0,.,0,0,0,0,29,29,0,0,11,29,0,0,29,29,0,0,11,29,0,0,0,0,0,.,0,0,0,0,202,202,202,1,35,103,99,0,0,0,0,.,0,0,0,0
MD-504,114,92,90,0.7895,74,40,0,29,87,27,0,63,63,0.8514,20,32,16,49,25,0,29,27,0.675,13,38,2,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,65,65,65,1,8,27,38,0,18,18,18,1,10,18,0,0
MD-505,430,380,380,0.8837,377,53,0,35,270,160,0,348,348,0.9231,96,0,19,217,160,0,32,32,0.6038,16,53,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,445,445,220,0.4944,79,209,236,0,0,0,0,.,0,0,0,0
MD-506,112,104,104,0.9286,62,25,25,51,66,46,0,54,54,0.871,25,13,41,41,21,0,25,25,1,10,25,0,0,25,25,1,0,0,25,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,39,39,39,1,3,16,23,0,0,0,0,.,0,0,0,0
MD-507,171,119,66,0.386,52,119,0,13,64,107,0,30,0,0,35,0,1,22,30,0,89,66,0.5546,12,42,77,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,111,111,28,0.2523,5,15,96,0,0,0,0,.,0,0,0,0
MD-508,409,380,380,0.9291,248,161,0,59,281,128,0,230,230,0.9274,90,104,26,178,70,0,150,150,0.9317,33,103,58,0,0,0,.,0,0,0,0,4,4,4,1,4,4,0,0,4,4,4,1,4,4,0,0,0,0,0,.,0,0,0,0,240,240,238,0.9917,63,185,55,0,0,0,0,.,0,0,0,0
MD-509,198,154,154,0.7778,54,144,0,45,140,58,0,25,25,0.463,65,0,12,39,15,0,129,129,0.8958,33,101,43,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,50,50,48,0.96,6,10,40,0,0,0,0,.,0,0,0,0
MD-510,30,10,10,0.3333,21,9,0,9,11,19,0,1,1,0.0476,0,0,7,9,12,0,9,9,1,2,2,7,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,24,24,24,1,5,5,19,0,0,0,0,.,0,0,0,0
MD-511,52,52,47,0.9038,15,37,0,12,31,21,0,15,15,1,73,0,1,4,11,0,37,32,0.8649,11,27,10,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,110,110,110,1,27,79,31,0,0,0,0,.,0,0,0,0
MD-512,226,176,77,0.3407,152,74,0,15,69,157,0,110,53,0.3487,56,0,10,53,99,0,66,24,0.3243,5,16,58,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,130,130,130,1,12,42,88,0,0,0,0,.,0,0,0,0
MD-513,206,189,189,0.9175,157,49,0,29,80,126,0,140,140,0.8917,95,10,19,49,108,0,49,49,1,10,31,18,0,0,0,.,0,0,0,0,2,2,2,1,0,0,2,0,2,2,2,1,0,0,2,0,0,0,0,.,0,0,0,0,196,196,179,0.9133,41,107,89,0,0,0,0,.,0,0,0,0
MD-600,450,450,336,0.7467,196,254,0,87,335,107,8,196,196,1,50,17,28,142,46,8,254,140,0.5512,59,193,61,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,276,276,265,0.9601,77,195,81,0,185,185,185,1,59,142,43,0
MD-601,600,534,534,0.89,284,276,40,85,287,313,0,230,230,0.8099,90,229,41,141,143,0,264,264,0.9565,44,146,130,0,40,40,1,0,0,40,0,20,20,20,1,7,20,0,0,0,0,0,.,0,0,0,0,20,20,20,1,7,20,0,0,1870,1870,1731,0.9257,359,1197,673,0,12,12,12,1,3,12,0,0
ME-500,2049,1690,1537,0.7501,816,1233,0,420,1302,711,36,659,544,0.6667,17,19,138,426,362,28,1031,993,0.8054,282,876,349,8,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,2027,1995,1917,0.9457,335,980,1047,0,0,0,0,.,0,0,0,0
ME-502,681,665,657,0.9648,368,298,15,73,231,446,4,352,352,0.9565,0,92,31,118,246,4,298,290,0.9732,42,113,185,0,15,15,1,0,0,15,0,60,60,60,1,15,45,15,0,60,60,60,1,15,45,15,0,0,0,0,.,0,0,0,0,437,437,397,0.9085,32,102,335,0,0,0,0,.,0,0,0,0
MI-500,2288,1551,1312,0.5734,1220,1068,0,488,1409,857,22,671,565,0.4631,27,30,213,630,569,21,880,747,0.6994,275,779,288,1,0,0,.,0,0,0,0,131,131,131,1,24,71,60,0,131,131,131,1,24,71,60,0,0,0,0,.,0,0,0,0,886,842,812,0.9165,155,464,422,0,0,0,0,.,0,0,0,0
MI-501,2521,2431,2312,0.9171,1215,1285,21,155,603,1900,18,1185,1114,0.9169,233,92,35,303,898,14,1225,1177,0.916,120,300,981,4,21,21,1,0,0,21,0,159,159,159,1,32,72,87,0,159,159,159,1,32,72,87,0,0,0,0,.,0,0,0,0,2507,2507,1853,0.7391,287,941,1566,0,0,0,0,.,0,0,0,0
MI-502,403,318,318,0.7891,126,261,16,72,272,119,12,76,76,0.6032,30,0,28,107,11,8,226,226,0.8659,44,165,92,4,16,16,1,0,0,16,0,38,38,38,1,10,37,1,0,38,38,38,1,10,37,1,0,0,0,0,.,0,0,0,0,371,371,371,1,86,240,131,0,0,0,0,.,0,0,0,0
MI-503,275,233,160,0.5818,164,111,0,34,117,150,8,122,122,0.7439,80,25,22,81,77,6,111,38,0.3423,12,36,73,2,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,148,148,148,1,19,50,98,0,0,0,0,.,0,0,0,0
MI-504,250,205,195,0.78,94,156,0,64,184,56,10,49,39,0.4149,131,23,14,57,28,9,156,156,1,50,127,28,1,0,0,.,0,0,0,0,18,18,18,1,0,0,18,0,18,18,18,1,0,0,18,0,0,0,0,.,0,0,0,0,543,543,543,1,103,260,283,0,0,0,0,.,0,0,0,0
MI-505,321,321,321,1,188,133,0,62,113,200,8,188,188,1,0,0,17,68,113,7,133,133,1,45,45,87,1,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,681,681,681,1,148,467,214,0,0,0,0,.,0,0,0,0
MI-506,809,663,581,0.7182,275,534,0,163,503,288,18,235,235,0.8545,68,32,27,82,175,18,428,346,0.6479,136,421,113,0,0,0,.,0,0,0,0,61,61,26,0.4262,18,56,5,0,61,61,26,0.4262,18,56,5,0,0,0,0,.,0,0,0,0,865,865,865,1,87,250,615,0,18,18,18,1,0,0,18,0
MI-507,582,483,483,0.8299,377,205,0,139,328,241,13,325,325,0.8621,0,131,77,162,202,13,158,158,0.7707,62,166,39,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,521,506,506,0.9712,111,354,167,0,0,0,0,.,0,0,0,0
MI-508,407,377,319,0.7838,335,72,0,25,108,290,9,305,247,0.7373,0,64,21,96,235,4,72,72,1,4,12,55,5,0,0,.,0,0,0,0,40,40,40,1,8,32,8,0,40,40,40,1,8,32,8,0,0,0,0,.,0,0,0,0,391,391,233,0.5959,29,123,268,0,36,36,36,1,9,27,9,0
MI-509,336,290,280,0.8333,196,140,0,55,177,154,5,150,150,0.7653,25,64,37,103,88,5,140,130,0.9286,18,74,66,0,0,0,.,0,0,0,0,18,18,18,1,5,18,0,0,18,18,18,1,5,18,0,0,0,0,0,.,0,0,0,0,380,380,256,0.6737,36,116,264,0,39,39,0,0,0,0,39,0
MI-510,405,291,291,0.7185,192,207,6,61,166,224,15,166,166,0.8646,0,5,32,72,110,10,119,119,0.5749,29,94,108,5,6,6,1,0,0,6,0,51,14,14,0.2745,11,34,17,0,51,14,14,0.2745,11,34,17,0,0,0,0,.,0,0,0,0,286,273,272,0.951,43,131,155,0,0,0,0,.,0,0,0,0
MI-511,124,58,39,0.3145,70,54,0,21,87,35,2,32,13,0.1857,15,7,7,35,35,0,26,26,0.4815,14,52,0,2,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,13,13,8,0.6154,1,2,11,0,0,0,0,.,0,0,0,0
MI-512,289,289,8,0.0277,128,161,0,86,264,17,8,128,6,0.0469,79,1,40,122,0,6,161,2,0.0124,46,142,17,2,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0
MI-513,54,38,38,0.7037,31,23,0,6,35,19,0,15,15,0.4839,24,0,2,20,11,0,23,23,1,4,15,8,0,0,0,.,0,0,0,0,12,12,12,1,2,8,4,0,0,0,0,.,0,0,0,0,12,12,12,1,2,8,4,0,43,43,35,0.814,7,23,20,0,24,24,0,0,0,0,24,0
MI-514,287,241,181,0.6307,123,151,13,47,113,172,2,77,77,0.626,0,19,21,75,48,0,151,104,0.6887,26,38,111,2,13,0,0,0,0,13,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,306,285,26,0.085,9,27,279,0,0,0,0,.,0,0,0,0
MI-515,204,186,186,0.9118,85,119,0,38,87,117,0,67,67,0.7882,40,0,29,52,33,0,119,119,1,9,35,84,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,27,27,27,1,4,10,17,0,0,0,0,.,0,0,0,0
MI-516,247,224,224,0.9069,154,93,0,10,120,120,7,131,131,0.8506,0,0,6,99,48,7,93,93,1,4,21,72,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,480,480,421,0.8771,91,273,207,0,0,0,0,.,0,0,0,0
MI-517,224,165,165,0.7366,108,116,0,39,167,57,0,78,78,0.7222,0,10,7,68,40,0,87,87,0.75,32,99,17,0,0,0,.,0,0,0,0,46,46,46,1,9,26,20,0,46,46,46,1,9,26,20,0,0,0,0,.,0,0,0,0,57,57,57,1,11,40,17,0,0,0,0,.,0,0,0,0
MI-518,99,48,48,0.4848,38,61,0,31,66,23,10,18,18,0.4737,0,20,15,28,0,10,30,30,0.4918,16,38,23,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,23,23,23,1,13,13,10,0,0,0,0,.,0,0,0,0
MI-519,371,285,285,0.7682,160,211,0,87,242,129,0,140,140,0.875,0,10,37,78,82,0,145,145,0.6872,50,164,47,0,0,0,.,0,0,0,0,5,5,5,1,0,0,5,0,5,5,5,1,0,0,5,0,0,0,0,.,0,0,0,0,101,101,101,1,15,36,65,0,5,5,5,1,0,0,5,0
