CoC_Number,Total_Year_Round_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES_TH_SH,Total_HMIS_Year_Round_Beds_ES_TH_SH,HMIS_Participation_Rate_for_Year_Round_Beds_ES_TH_SH,Total_Year_Round_Beds_ES,Total_Year_Round_Beds_TH,Total_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_without_Children_ES_TH_SH,Total_Beds_for_Households_with_only_Children_ES_TH_SH,Dedicated_Veteran_Beds_ES_TH_SH,Dedicated_Youth_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES,Total_HMIS_Year_Round_Beds_ES,HMIS_Participation_Rate_for_Year_Round_Beds_ES,Total_Seasonal_Beds_ES,Total_Overflow_Beds_ES,Total_Units_for_Households_with_Children_ES,Total_Beds_for_Households_with_Children_ES,Total_Beds_for_Households_without_Children_ES,Total_Beds_for_Households_with_only_Children_ES,Dedicated_Veteran_Beds_ES,Dedicated_Youth_Beds_ES,Total_Non_DV_Year_Round_Beds_TH,Total_HMIS_Year_Round_Beds_TH,HMIS_Participation_Rate_for_Year_Round_Beds_TH,Total_Units_for_Households_with_Children_TH,Total_Beds_for_Households_with_Children_TH,Total_Beds_for_Households_without_Children_TH,Total_Beds_for_Households_with_only_Children_TH,Dedicated_Veteran_Beds_TH,Dedicated_Youth_Beds_TH,Total_Non_DV_Year_Round_Beds_SH,Total_HMIS_Year_Round_Beds_SH,HMIS_Participation_Rate_for_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_SH,Total_Beds_for_Households_with_Children_SH,Total_Beds_for_Households_without_Children_SH,Total_Beds_for_Households_with_only_Children_SH,Dedicated_Veteran_Beds_SH,Dedicated_Youth_Beds_SH,Total_Year_Round_Beds_RRH,Total_Non_DV_Year_Round_Beds_RRH,Total_HMIS_Year_Round_Beds_RRH,HMIS_Participation_Rate_for_Year_Round_Beds_RRH,Total_Units_for_Households_with_Children_RRH,Total_Beds_for_Households_with_Children_RRH,Total_Beds_for_Households_without_Children_RRH,Total_Beds_for_Households_with_only_Children_RRH,Dedicated_Veteran_Beds_RRH,Dedicated_Youth_Beds_RRH,Total_Year_Round_Beds_PSH,Total_Non_DV_Year_Round_Beds_PSH,Total_HMIS_Year_Round_Beds_PSH,HMIS_Participation_Rate_for_Year_Round_Beds_PSH,Total_Units_for_Households_with_Children_PSH,Total_Beds_for_Households_with_Children_PSH,Total_Beds_for_Households_without_Children_PSH,Total_Beds_for_Households_with_only_Children_PSH,Dedicated_Veteran_Beds_PSH,Dedicated_Youth_Beds_PSH,Dedicated_Chronically_Homeless_Beds_PSH,Total_Year_Round_Beds_OPH,Total_Non_DV_Year_Round_Beds_OPH,Total_HMIS_Year_Round_Beds_OPH,HMIS_Participation_Rate_for_Year_Round_Beds_OPH,Total_Units_for_Households_with_Children_OPH,Total_Beds_for_Households_with_Children_OPH,Total_Beds_for_Households_without_Children_OPH,Total_Beds_for_Households_with_only_Children_OPH,Dedicated_Veteran_Beds_OPH,Dedicated_Youth_Beds_OPH
KY-502,999,974,820,0.8208,532,465,2,61,141,858,0,102,10,507,377,0.7086,24,89,40,97,435,0,10,10,465,441,0.9484,21,44,421,0,92,0,2,2,1,0,0,2,0,0,0,32,32,32,1,9,20,12,0,19,1,473,473,155,0.3277,80,139,334,0,328,10,388,170,170,44,0.2588,0,0,170,0,0,0
LA-500,263,203,203,0.7719,140,123,0,35,114,149,0,25,0,93,93,0.6643,0,18,16,56,84,0,8,0,110,110,0.8943,19,58,65,0,17,0,0,0,.,0,0,0,0,0,0,7,7,7,1,1,1,6,0,0,0,215,192,192,0.893,18,45,170,0,0,0,71,0,0,0,.,0,0,0,0,0,0
LA-502,430,406,317,0.7372,332,73,25,48,163,242,25,106,25,308,219,0.6596,0,0,48,163,163,6,33,6,73,73,1,0,0,54,19,48,19,25,25,1,0,0,25,0,25,0,209,209,209,1,48,167,42,0,51,0,483,483,483,1,20,65,418,0,199,0,467,0,0,0,.,0,0,0,0,0,0
LA-503,1053,1009,978,0.9288,643,390,20,67,250,801,2,172,84,614,614,0.9549,59,15,39,146,495,2,10,84,375,344,0.8821,28,104,286,0,162,0,20,20,1,0,0,20,0,0,0,665,607,605,0.9098,138,446,219,0,205,25,3032,3020,2267,0.7477,291,876,2156,0,733,31,1451,13,13,13,1,6,13,0,0,0,0
LA-505,249,140,27,0.1084,101,148,0,58,187,50,12,0,29,67,19,0.1881,0,0,10,55,35,11,0,11,73,8,0.0541,48,132,15,1,0,18,0,0,.,0,0,0,0,0,0,131,122,122,0.9313,32,105,26,0,15,3,100,100,79,0.79,8,19,81,0,23,0,67,0,0,0,.,0,0,0,0,0,0
LA-506,196,172,96,0.4898,72,124,0,7,43,153,0,34,0,48,13,0.1806,0,1,7,43,29,0,0,0,124,83,0.6694,0,0,124,0,34,0,0,0,.,0,0,0,0,0,0,79,67,67,0.8481,23,72,7,0,8,0,388,388,311,0.8015,50,187,201,0,102,0,109,0,0,0,.,0,0,0,0,0,0
LA-507,134,134,70,0.5224,65,69,0,4,32,102,0,16,0,65,35,0.5385,0,22,2,7,58,0,16,0,69,35,0.5072,2,25,44,0,0,0,0,0,.,0,0,0,0,0,0,18,18,18,1,3,8,10,0,11,0,229,229,49,0.214,34,71,158,0,180,0,229,0,0,0,.,0,0,0,0,0,0
LA-508,145,69,59,0.4069,75,70,0,28,100,41,4,16,67,49,39,0.52,0,0,14,53,18,4,4,32,20,20,0.2857,14,47,23,0,12,35,0,0,.,0,0,0,0,0,0,27,27,22,0.8148,6,21,6,0,27,15,295,261,261,0.8847,48,173,122,0,0,77,0,0,0,0,.,0,0,0,0,0,0
LA-509,694,575,447,0.6441,306,388,0,42,184,466,44,115,52,187,115,0.3758,0,9,33,161,114,31,0,31,388,332,0.8557,9,23,352,13,115,21,0,0,.,0,0,0,0,0,0,18,18,18,1,4,11,7,0,4,0,365,365,304,0.8329,53,130,235,0,0,0,91,0,0,0,.,0,0,0,0,0,0
MA-500,5905,5728,5585,0.9458,5198,648,59,1319,3781,2124,0,218,59,5104,5027,0.9671,55,232,1225,3593,1605,0,33,45,565,529,0.8164,94,188,460,0,165,14,59,29,0.4915,0,0,59,0,20,0,934,912,912,0.9764,218,630,304,0,78,40,4750,4750,4461,0.9392,284,696,4054,0,760,0,3705,3184,3184,1779,0.5587,920,2575,609,0,11,0
MA-502,539,539,499,0.9258,438,101,0,110,419,120,0,20,14,438,438,1,14,0,88,368,70,0,20,6,101,61,0.604,22,51,50,0,0,8,0,0,.,0,0,0,0,0,0,280,280,0,0,116,280,0,0,0,100,270,270,255,0.9444,31,66,204,0,1,15,67,64,64,64,1,0,0,64,0,0,0
MA-503,301,239,239,0.794,258,43,0,79,197,104,0,6,0,196,196,0.7597,18,0,79,197,61,0,0,0,43,43,1,0,0,43,0,6,0,0,0,.,0,0,0,0,0,0,65,65,17,0.2615,17,52,13,0,20,0,290,290,264,0.9103,15,34,256,0,52,0,100,32,32,32,1,0,0,32,0,0,0
MA-504,2417,2272,2209,0.9139,2285,125,7,652,2120,293,4,11,16,2224,2184,0.9558,0,33,622,2045,236,4,0,8,41,18,0.144,30,75,50,0,11,8,7,7,1,0,0,7,0,0,0,1295,1295,1295,1,385,1260,35,0,0,17,951,951,590,0.6204,165,473,478,0,361,20,402,162,162,87,0.537,0,0,162,0,19,10
MA-505,352,312,303,0.8608,227,125,0,59,183,161,8,64,8,201,192,0.8458,0,0,53,169,50,8,0,8,111,111,0.888,6,14,111,0,64,0,0,0,.,0,0,0,0,0,0,386,386,26,0.0674,370,386,0,0,0,0,262,262,262,1,80,188,74,0,5,0,243,0,0,0,.,0,0,0,0,0,0
MA-506,1454,1391,1340,0.9216,923,518,13,317,1035,415,4,179,99,860,835,0.9047,0,78,250,835,84,4,6,4,518,492,0.9498,67,200,318,0,173,95,13,13,1,0,0,13,0,0,0,686,686,686,1,178,578,108,0,5,14,940,940,690,0.734,147,368,572,0,269,0,229,47,47,47,1,0,0,47,0,0,0
MA-507,473,447,435,0.9197,219,254,0,61,150,323,0,237,4,193,193,0.8813,83,7,56,140,79,0,17,0,254,242,0.9528,5,10,244,0,220,4,0,0,.,0,0,0,0,0,0,110,110,110,1,32,100,10,0,5,0,635,635,270,0.4252,45,141,494,0,434,8,143,95,95,70,0.7368,0,0,95,0,19,20
MA-508,807,769,720,0.8922,499,308,0,274,669,138,0,43,0,481,480,0.9619,0,0,151,496,3,0,0,0,288,240,0.7792,123,173,135,0,43,0,0,0,.,0,0,0,0,0,0,349,349,349,1,149,349,0,0,0,0,99,99,99,1,0,0,99,0,63,0,36,95,77,77,0.8105,29,95,0,0,0,0
MA-509,432,411,375,0.8681,259,173,0,58,142,290,0,0,0,245,245,0.9459,46,22,25,61,198,0,0,0,166,130,0.7514,33,81,92,0,0,0,0,0,.,0,0,0,0,0,0,22,22,22,1,5,18,4,0,0,0,422,404,249,0.59,18,49,373,0,155,10,146,152,146,55,0.3618,16,39,113,0,0,0
MA-510,693,667,665,0.9596,633,54,6,171,527,166,0,27,0,617,615,0.9716,0,26,162,506,127,0,2,0,44,44,0.8148,9,21,33,0,25,0,6,6,1,0,0,6,0,0,0,141,141,0,0,46,132,9,0,0,0,338,338,230,0.6805,46,118,220,0,180,0,175,232,232,174,0.75,44,126,106,0,18,0
MA-511,971,952,952,0.9804,956,15,0,254,699,272,0,29,0,937,937,0.9801,23,27,254,699,257,0,14,0,15,15,1,0,0,15,0,15,0,0,0,.,0,0,0,0,0,0,727,727,727,1,234,674,53,0,25,0,924,924,569,0.6158,136,388,536,0,375,0,365,0,0,0,.,0,0,0,0,0,0
MA-515,294,281,257,0.8741,270,24,0,89,272,22,0,0,0,257,257,0.9519,22,0,79,248,22,0,0,0,24,0,0,10,24,0,0,0,0,0,0,.,0,0,0,0,0,0,300,300,300,1,108,300,0,0,0,0,165,165,165,1,28,82,83,0,14,8,99,0,0,0,.,0,0,0,0,0,0
MA-516,1626,1421,1286,0.7909,1319,307,0,506,1335,287,4,16,43,1271,1220,0.9249,27,297,409,1097,218,4,16,16,150,66,0.215,97,238,69,0,0,27,0,0,.,0,0,0,0,0,0,316,316,46,0.1456,93,279,37,0,30,0,1146,1136,614,0.5358,118,367,779,0,565,0,546,315,307,234,0.7429,35,95,220,0,56,3
MA-517,125,108,108,0.864,78,47,0,14,32,93,0,22,15,61,61,0.7821,0,0,11,26,52,0,0,0,47,47,1,3,6,41,0,22,15,0,0,.,0,0,0,0,0,0,9,9,0,0,3,9,0,0,0,0,126,126,126,1,13,32,94,0,0,22,40,33,33,33,1,12,31,2,0,0,0
MA-519,225,213,183,0.8133,170,55,0,46,178,47,0,0,0,158,158,0.9294,0,0,31,140,30,0,0,0,55,25,0.4545,15,38,17,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,79,79,79,1,6,23,56,0,3,0,50,6,6,0,0,0,0,6,0,0,0
MD-500,116,96,74,0.6379,80,36,0,20,82,34,0,0,0,60,38,0.475,22,16,5,48,32,0,0,0,36,36,1,15,34,2,0,0,0,0,0,.,0,0,0,0,0,0,23,23,23,1,5,19,4,0,0,0,63,63,63,1,12,48,15,0,0,0,3,38,38,38,1,10,28,10,0,0,0
MD-501,2429,2367,1619,0.6665,1240,1169,20,144,569,1852,8,344,52,1195,887,0.7153,71,0,57,317,915,8,76,8,1152,712,0.6091,87,252,917,0,268,44,20,20,1,0,0,20,0,0,0,474,461,446,0.9409,106,355,119,0,93,8,4252,4252,1999,0.4701,730,2040,2212,0,651,51,240,0,0,0,.,0,0,0,0,0,0
MD-502,143,115,115,0.8042,83,60,0,37,94,49,0,0,0,55,55,0.6627,35,25,24,40,43,0,0,0,60,60,1,13,54,6,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,139,139,139,1,38,96,43,0,0,0,22,0,0,0,.,0,0,0,0,0,0
MD-503,173,159,159,0.9191,148,25,0,45,111,62,0,6,0,134,134,0.9054,65,34,38,92,56,0,0,0,25,25,1,7,19,6,0,6,0,0,0,.,0,0,0,0,0,0,87,87,87,1,19,80,7,0,0,0,324,324,324,1,65,187,137,0,0,0,173,0,0,0,.,0,0,0,0,0,0
MD-504,98,63,63,0.6429,98,0,0,26,69,29,0,0,0,63,63,0.6429,22,2,26,69,29,0,0,0,0,0,.,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,103,103,103,1,14,47,56,0,0,0,55,2,2,0,0,0,0,2,0,0,0
MD-505,450,396,396,0.88,394,56,0,53,320,130,0,0,0,359,359,0.9112,46,0,38,268,126,0,0,0,37,37,0.6607,15,52,4,0,0,0,0,0,.,0,0,0,0,0,0,362,358,358,0.989,88,269,93,0,71,0,522,522,254,0.4866,93,290,232,0,268,0,122,0,0,0,.,0,0,0,0,0,0
MD-506,112,96,90,0.8036,73,14,25,49,61,51,0,6,0,57,51,0.6986,25,10,45,47,26,0,6,0,14,14,1,4,14,0,0,0,0,25,25,1,0,0,25,0,0,0,32,32,32,1,9,32,0,0,0,0,41,41,41,1,3,15,26,0,1,0,23,0,0,0,.,0,0,0,0,0,0
MD-507,132,110,110,0.8333,22,110,0,22,76,56,0,29,0,0,0,0,35,0,6,22,0,0,0,0,110,110,1,16,54,56,0,29,0,0,0,.,0,0,0,0,0,0,62,19,19,0.3065,14,41,21,0,19,0,122,122,27,0.2213,4,11,111,0,95,0,5,0,0,0,.,0,0,0,0,0,0
MD-508,165,157,157,0.9515,119,46,0,20,107,58,0,0,0,113,113,0.9496,95,0,9,80,39,0,0,0,44,44,0.9565,11,27,19,0,0,0,0,0,.,0,0,0,0,0,0,22,22,22,1,2,5,17,0,0,0,273,273,273,1,46,158,115,0,0,0,121,1,1,1,1,0,0,1,0,0,0
MD-509,282,253,253,0.8972,155,127,0,43,147,135,0,0,0,126,126,0.8129,0,0,14,60,95,0,0,0,127,127,1,29,87,40,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,49,49,49,1,3,5,44,0,0,0,21,0,0,0,.,0,0,0,0,0,0
MD-510,30,10,10,0.3333,21,9,0,9,11,19,0,0,0,1,1,0.0476,0,0,7,9,12,0,0,0,9,9,1,2,2,7,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,17,17,17,1,3,3,14,0,0,3,0,0,0,0,.,0,0,0,0,0,0
MD-511,88,88,88,1,43,45,0,15,39,49,0,0,0,43,43,1,82,7,4,9,34,0,0,0,45,45,1,11,30,15,0,0,0,0,0,.,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,121,121,121,1,25,80,41,0,20,0,13,0,0,0,.,0,0,0,0,0,0
MD-512,281,226,156,0.5552,213,68,0,27,178,103,0,40,0,166,116,0.5446,42,0,21,160,53,0,0,0,60,40,0.5882,6,18,50,0,40,0,0,0,.,0,0,0,0,0,0,39,39,39,1,6,24,15,0,11,0,103,103,103,1,15,46,57,0,0,0,21,0,0,0,.,0,0,0,0,0,0
MD-513,218,201,201,0.922,177,41,0,28,84,134,0,3,0,160,160,0.904,46,0,20,64,113,0,3,0,41,41,1,8,20,21,0,0,0,0,0,.,0,0,0,0,0,0,17,17,17,1,4,12,5,0,15,0,264,264,264,1,44,136,128,0,76,0,69,0,0,0,.,0,0,0,0,0,0
MD-600,389,389,389,1,196,193,0,78,282,98,9,15,37,196,196,1,50,0,19,127,64,5,15,10,193,193,1,59,155,34,4,0,27,0,0,.,0,0,0,0,0,0,113,113,30,0.2655,17,96,17,0,83,0,236,236,236,1,56,121,115,0,0,0,134,185,185,185,1,70,165,20,0,0,0
MD-601,510,438,438,0.8588,272,198,40,55,199,311,0,4,24,220,220,0.8088,98,253,41,131,141,0,0,0,178,178,0.899,14,68,130,0,4,24,40,40,1,0,0,40,0,0,0,180,180,121,0.6722,55,159,21,0,14,54,1829,1829,1726,0.9437,319,1070,759,0,141,3,249,201,201,201,1,51,166,35,0,5,5
ME-500,2457,2105,1907,0.7761,1217,1225,15,417,1256,1185,16,50,105,1031,881,0.7239,0,124,182,557,644,16,12,57,1059,1011,0.8253,235,699,526,0,38,48,15,15,1,0,0,15,0,0,0,369,369,369,1,102,248,120,1,0,1,2500,2474,2441,0.9764,328,1033,1467,0,333,8,328,24,0,0,0,8,23,1,0,0,0
MI-500,1451,759,557,0.3839,1130,321,0,264,825,609,17,50,45,606,470,0.4159,29,101,203,627,496,7,14,8,153,87,0.271,61,198,113,10,36,37,0,0,.,0,0,0,0,0,0,850,850,850,1,190,678,172,0,94,0,825,825,721,0.8739,145,412,413,0,104,0,160,4637,4637,36,0.0078,996,3542,1095,0,0,0
MI-501,1981,1854,1801,0.9091,1163,797,21,178,563,1398,20,380,159,1096,1051,0.9037,192,67,84,329,821,13,81,69,737,729,0.9147,94,234,556,7,289,90,21,21,1,0,0,21,0,10,0,633,633,633,1,132,476,157,0,143,0,2843,2843,2301,0.8094,300,979,1864,0,702,0,1121,4671,4671,4671,1,866,3013,1658,0,0,0
MI-502,190,94,94,0.4947,114,69,7,44,147,35,8,10,8,62,62,0.5439,30,0,29,103,7,4,0,4,25,25,0.3623,15,44,21,4,10,4,7,7,1,0,0,7,0,0,0,168,168,168,1,38,129,39,0,44,0,1619,1619,1619,1,442,1134,485,0,127,0,48,0,0,0,.,0,0,0,0,0,0
MI-503,306,254,250,0.817,182,108,16,48,116,183,7,84,12,130,130,0.7143,65,5,38,86,90,6,0,6,108,104,0.963,10,30,77,1,68,6,16,16,1,0,0,16,0,16,0,31,31,31,1,9,24,7,0,6,0,272,272,99,0.364,39,102,170,0,173,0,60,917,917,7,0.0076,240,607,310,0,0,0
MI-504,269,219,219,0.8141,162,107,0,43,144,113,12,0,31,112,112,0.6914,113,0,15,56,96,10,0,10,107,107,1,28,88,17,2,0,21,0,0,.,0,0,0,0,0,0,87,87,87,1,21,63,24,0,8,0,729,729,690,0.9465,105,347,382,0,100,0,271,1466,1466,0,0,289,1011,455,0,0,0
MI-505,306,274,260,0.8497,239,67,0,42,157,139,10,15,19,207,193,0.8075,50,5,32,121,108,10,0,10,67,67,1,10,36,31,0,15,9,0,0,.,0,0,0,0,0,0,111,111,111,1,30,102,9,0,15,0,410,410,365,0.8902,79,243,167,0,66,0,56,1704,1704,0,0,360,1263,441,0,0,0
MI-506,794,625,625,0.7872,588,206,0,82,286,486,22,61,37,535,535,0.9099,14,70,49,175,398,15,19,30,90,90,0.4369,33,111,88,7,42,7,0,0,.,0,0,0,0,0,0,274,274,258,0.9416,67,244,30,0,26,0,890,890,890,1,80,284,606,0,15,0,388,2426,2426,142,0.0585,556,2110,316,0,0,0
MI-507,601,489,304,0.5058,530,71,0,64,300,288,13,0,42,460,275,0.5189,0,5,43,244,273,13,0,13,29,29,0.4085,21,56,15,0,0,29,0,0,.,0,0,0,0,0,0,118,118,118,1,34,116,2,0,2,0,481,459,459,0.9543,95,326,155,0,0,0,77,1074,1074,80,0.0745,221,847,227,0,0,6
MI-508,342,308,308,0.9006,283,59,0,30,119,214,9,22,14,253,253,0.894,0,125,27,109,170,4,0,4,55,55,0.9322,3,10,44,5,22,10,0,0,.,0,0,0,0,0,0,130,130,130,1,30,100,30,0,21,0,552,552,344,0.6232,52,192,360,0,208,0,183,1462,1462,26,0.0178,287,1075,387,0,0,0
MI-509,227,181,171,0.7533,167,60,0,35,109,113,5,33,12,121,121,0.7246,118,4,33,99,63,5,10,5,60,50,0.8333,2,10,50,0,23,7,0,0,.,0,0,0,0,0,0,270,270,105,0.3889,70,259,11,0,0,0,843,843,638,0.7568,96,283,560,0,204,16,299,549,549,0,0,196,296,253,0,0,0
MI-510,430,274,274,0.6372,210,214,6,68,210,202,18,24,35,184,184,0.8762,0,8,29,72,123,15,24,15,84,84,0.3925,39,138,73,3,0,20,6,6,1,0,0,6,0,0,0,34,34,34,1,6,19,15,0,7,8,380,367,308,0.8105,59,182,198,0,125,0,162,719,719,719,1,152,584,135,0,0,0
MI-511,117,47,30,0.2564,67,50,0,23,81,36,0,0,2,29,12,0.1791,25,10,10,35,32,0,0,0,18,18,0.36,13,46,4,0,0,2,0,0,.,0,0,0,0,0,0,34,34,34,1,9,27,7,0,12,6,12,12,7,0.5833,0,0,12,0,5,0,7,165,165,0,0,43,135,30,0,0,0
MI-512,171,137,112,0.655,147,24,0,19,58,102,11,4,14,125,107,0.7279,35,0,14,46,95,6,4,9,12,5,0.2083,5,12,7,5,0,5,0,0,.,0,0,0,0,0,0,19,19,19,1,5,13,6,0,5,0,309,309,275,0.89,76,207,102,0,31,5,24,189,189,0,0,31,107,82,0,0,0
MI-513,69,34,32,0.4638,36,33,0,15,61,8,0,2,0,20,18,0.5,21,0,5,29,7,0,2,0,14,14,0.4242,10,32,1,0,0,0,0,0,.,0,0,0,0,0,0,41,41,41,1,8,28,13,0,9,0,56,56,35,0.625,8,30,26,0,21,0,0,206,206,0,0,40,135,71,0,0,0
MI-514,239,183,143,0.5983,150,76,13,30,98,139,2,46,2,94,80,0.5333,0,19,24,81,69,0,24,0,76,63,0.8289,6,17,57,2,9,2,13,0,0,0,0,13,0,13,0,10,10,10,1,1,10,0,0,0,0,149,149,0,0,0,0,149,0,149,0,0,127,106,27,0.2126,9,27,100,0,79,0
MI-515,205,187,151,0.7366,86,119,0,39,84,121,0,35,0,68,68,0.7907,60,0,30,49,37,0,0,0,119,83,0.6975,9,35,84,0,35,0,0,0,.,0,0,0,0,0,0,119,119,119,1,10,44,75,0,0,0,33,33,33,1,6,20,13,0,2,0,23,0,0,0,.,0,0,0,0,0,0
MI-516,144,123,123,0.8542,127,17,0,30,85,59,0,0,17,106,106,0.8346,16,0,25,68,59,0,0,0,17,17,1,5,17,0,0,0,17,0,0,.,0,0,0,0,0,0,87,87,87,1,14,45,42,0,8,0,229,229,146,0.6376,48,130,99,0,88,0,67,663,663,0,0,132,469,194,0,0,0
MI-517,196,159,159,0.8112,108,88,0,25,142,54,0,0,0,78,78,0.7222,0,10,2,68,40,0,0,0,81,81,0.9205,23,74,14,0,0,0,0,0,.,0,0,0,0,0,0,53,53,53,1,10,41,12,0,2,0,108,108,100,0.9259,18,72,36,0,8,0,49,380,380,0,0,79,295,85,0,0,0
MI-518,88,39,39,0.4432,36,52,0,17,53,18,17,0,17,16,16,0.4444,17,0,9,24,3,9,0,9,23,23,0.4423,8,29,15,8,0,8,0,0,.,0,0,0,0,0,0,10,10,7,0.7,2,4,6,0,5,0,43,43,34,0.7907,6,21,22,0,6,0,36,213,213,0,0,57,142,71,0,0,0
MI-519,359,322,322,0.8969,138,221,0,57,207,152,0,0,0,127,127,0.9203,0,25,13,47,91,0,0,0,195,195,0.8824,44,160,61,0,0,0,0,0,.,0,0,0,0,0,0,23,5,5,0.2174,5,19,4,0,0,0,109,109,109,1,17,48,61,0,0,0,63,398,398,0,0,88,309,89,0,0,0
MI-523,139,91,91,0.6547,47,92,0,28,135,4,0,0,0,35,35,0.7447,0,0,10,44,3,0,0,0,56,56,0.6087,18,91,1,0,0,0,0,0,.,0,0,0,0,0,0,24,24,24,1,6,17,7,0,3,0,21,21,21,1,3,7,14,0,0,0,21,252,252,0,0,48,185,67,0,0,0
MN-500,2894,2660,2487,0.8594,1650,1244,0,422,1557,1249,88,79,238,1482,1472,0.8921,100,128,164,631,996,23,0,65,1178,1015,0.8159,258,926,253,65,79,173,0,0,.,0,0,0,0,0,0,1230,1230,1230,1,341,1049,181,0,12,269,4954,4922,2707,0.5464,539,1776,3173,5,371,154,514,1291,1269,1052,0.8149,223,897,394,0,45,19
MN-501,1487,1283,775,0.5212,837,650,0,188,611,846,30,9,123,657,488,0.583,0,1,75,250,570,17,1,43,626,287,0.4415,113,361,276,13,8,80,0,0,.,0,0,0,0,0,0,514,514,388,0.7549,143,414,100,0,49,24,2414,2414,1883,0.78,317,1041,1373,0,262,37,473,341,329,285,0.8358,61,200,141,0,0,44
MN-502,502,412,363,0.7231,182,320,0,99,321,161,20,0,128,127,94,0.5165,23,0,39,142,40,0,0,0,285,269,0.8406,60,179,121,20,0,128,0,0,.,0,0,0,0,0,0,62,62,62,1,28,53,9,0,10,2,533,533,499,0.9362,94,295,236,2,53,2,218,206,206,206,1,40,105,91,10,0,25
MN-503,422,337,306,0.7251,296,126,0,93,275,147,0,4,38,211,206,0.6959,27,23,62,187,109,0,0,6,126,100,0.7937,31,88,38,0,4,32,0,0,.,0,0,0,0,0,0,333,333,319,0.958,95,310,23,0,18,12,729,724,617,0.8464,138,348,380,1,39,38,133,0,0,0,.,0,0,0,0,0,0
MN-504,74,70,64,0.8649,28,46,0,13,40,34,0,0,8,28,26,0.9286,0,0,3,9,19,0,0,1,42,38,0.8261,10,31,15,0,0,7,0,0,.,0,0,0,0,0,0,48,48,46,0.9583,19,44,4,0,26,0,179,170,170,0.9497,31,85,94,0,7,0,19,0,0,0,.,0,0,0,0,0,0
MN-505,628,571,415,0.6608,299,329,0,128,401,221,6,13,71,249,212,0.709,18,3,58,176,117,6,0,20,322,203,0.617,70,225,104,0,13,51,0,0,.,0,0,0,0,0,0,104,104,104,1,19,70,34,0,18,0,305,305,231,0.7574,53,156,149,0,74,0,53,249,240,195,0.7831,51,165,84,0,36,1
MN-506,298,266,266,0.8926,104,194,0,72,200,83,15,2,86,78,78,0.75,0,21,19,55,39,10,2,10,188,188,0.9691,53,145,44,5,0,76,0,0,.,0,0,0,0,0,0,3,3,3,1,0,0,3,0,2,0,378,378,378,1,104,313,65,0,0,29,61,16,16,16,1,0,0,16,0,0,4
MN-508,211,174,174,0.8246,124,87,0,41,129,82,0,6,32,87,87,0.7016,0,27,17,60,64,0,6,0,87,87,1,24,69,18,0,0,32,0,0,.,0,0,0,0,0,0,26,26,26,1,6,21,5,0,0,0,452,452,452,1,104,351,99,2,0,2,144,77,77,77,1,25,70,7,0,0,0
MN-509,378,324,271,0.7169,189,189,0,72,202,127,49,5,71,140,103,0.545,0,24,33,78,77,34,0,34,184,168,0.8889,39,124,50,15,5,37,0,0,.,0,0,0,0,0,0,49,49,49,1,12,49,0,0,0,0,735,735,615,0.8367,171,436,295,4,49,16,651,0,0,0,.,0,0,0,0,0,0
MN-511,119,107,92,0.7731,57,62,0,32,85,33,1,0,19,45,30,0.5263,0,0,16,37,19,1,0,1,62,62,1,16,48,14,0,0,18,0,0,.,0,0,0,0,0,0,27,27,27,1,9,18,9,0,0,0,198,198,194,0.9798,49,145,53,0,0,14,48,0,0,0,.,0,0,0,0,0,0
MO-500,411,352,216,0.5255,201,210,0,72,224,156,31,8,235,142,120,0.597,48,17,35,137,41,23,0,33,210,96,0.4571,37,87,115,8,8,202,0,0,.,0,0,0,0,0,0,156,156,156,1,47,124,32,0,0,0,363,363,304,0.8375,79,248,115,0,66,0,37,0,0,0,.,0,0,0,0,0,0
MO-501,1338,1159,971,0.7257,658,680,0,217,670,668,0,136,40,584,436,0.6626,32,43,78,257,401,0,0,20,575,535,0.7868,139,413,267,0,136,20,0,0,.,0,0,0,0,0,0,65,65,51,0.7846,21,38,27,0,52,0,1764,1764,1417,0.8033,311,878,886,0,341,0,513,0,0,0,.,0,0,0,0,0,0
MO-503,255,207,101,0.3961,110,145,0,43,133,110,12,0,37,62,62,0.5636,0,148,23,74,28,8,0,21,145,39,0.269,20,59,82,4,0,16,0,0,.,0,0,0,0,0,0,50,50,46,0.92,9,34,16,0,2,0,79,79,65,0.8228,12,65,14,0,0,0,0,67,67,0,0,0,0,67,0,1,0
