CoC_Number,Total_Year_Round_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES_TH_SH,Total_HMIS_Year_Round_Beds_ES_TH_SH,HMIS_Participation_Rate_for_Year_Round_Beds_ES_TH_SH,Total_Year_Round_Beds_ES,Total_Year_Round_Beds_TH,Total_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_without_Children_ES_TH_SH,Total_Beds_for_Households_with_only_Children_ES_TH_SH,Dedicated_Veteran_Beds_ES_TH_SH,Dedicated_Youth_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES,Total_HMIS_Year_Round_Beds_ES,HMIS_Participation_Rate_for_Year_Round_Beds_ES,Total_Seasonal_Beds_ES,Total_Overflow_Beds_ES,Total_Units_for_Households_with_Children_ES,Total_Beds_for_Households_with_Children_ES,Total_Beds_for_Households_without_Children_ES,Total_Beds_for_Households_with_only_Children_ES,Dedicated_Veteran_Beds_ES,Dedicated_Youth_Beds_ES,Total_Non_DV_Year_Round_Beds_TH,Total_HMIS_Year_Round_Beds_TH,HMIS_Participation_Rate_for_Year_Round_Beds_TH,Total_Units_for_Households_with_Children_TH,Total_Beds_for_Households_with_Children_TH,Total_Beds_for_Households_without_Children_TH,Total_Beds_for_Households_with_only_Children_TH,Dedicated_Veteran_Beds_TH,Dedicated_Youth_Beds_TH,Total_Non_DV_Year_Round_Beds_SH,Total_HMIS_Year_Round_Beds_SH,HMIS_Participation_Rate_for_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_SH,Total_Beds_for_Households_with_Children_SH,Total_Beds_for_Households_without_Children_SH,Total_Beds_for_Households_with_only_Children_SH,Dedicated_Veteran_Beds_SH,Dedicated_Youth_Beds_SH,Total_Year_Round_Beds_RRH,Total_Non_DV_Year_Round_Beds_RRH,Total_HMIS_Year_Round_Beds_RRH,HMIS_Participation_Rate_for_Year_Round_Beds_RRH,Total_Units_for_Households_with_Children_RRH,Total_Beds_for_Households_with_Children_RRH,Total_Beds_for_Households_without_Children_RRH,Total_Beds_for_Households_with_only_Children_RRH,Dedicated_Veteran_Beds_RRH,Dedicated_Youth_Beds_RRH,Total_Year_Round_Beds_PSH,Total_Non_DV_Year_Round_Beds_PSH,Total_HMIS_Year_Round_Beds_PSH,HMIS_Participation_Rate_for_Year_Round_Beds_PSH,Total_Units_for_Households_with_Children_PSH,Total_Beds_for_Households_with_Children_PSH,Total_Beds_for_Households_without_Children_PSH,Total_Beds_for_Households_with_only_Children_PSH,Dedicated_Veteran_Beds_PSH,Dedicated_Youth_Beds_PSH,Dedicated_Chronically_Homeless_Beds_PSH,Total_Year_Round_Beds_OPH,Total_Non_DV_Year_Round_Beds_OPH,Total_HMIS_Year_Round_Beds_OPH,HMIS_Participation_Rate_for_Year_Round_Beds_OPH,Total_Units_for_Households_with_Children_OPH,Total_Beds_for_Households_with_Children_OPH,Total_Beds_for_Households_without_Children_OPH,Total_Beds_for_Households_with_only_Children_OPH,Dedicated_Veteran_Beds_OPH,Dedicated_Youth_Beds_OPH
KY-502,499,471,323,0.6473,431,68,0,42,104,395,0,80,6,403,255,0.5916,24,258,42,104,327,0,12,6,68,68,1,0,0,68,0,68,0,0,0,.,0,0,0,0,0,0,113,113,113,1,16,53,60,0,6,10,362,362,93,0.2569,10,38,324,0,269,0,362,0,0,0,.,0,0,0,0,0,0
LA-500,257,192,192,0.7471,185,62,10,29,89,168,0,24,0,134,134,0.7243,0,0,17,53,132,0,8,0,48,48,0.7742,12,36,26,0,6,0,10,10,1,0,0,10,0,10,0,165,159,159,0.9636,31,104,61,0,4,0,322,293,158,0.4907,27,77,245,0,135,0,80,0,0,0,.,0,0,0,0,0,0
LA-502,329,311,311,0.9453,277,52,0,36,137,186,6,95,10,259,259,0.935,0,4,36,137,134,6,49,10,52,52,1,0,0,52,0,46,0,0,0,.,0,0,0,0,0,0,164,164,164,1,44,138,26,0,45,0,580,580,319,0.55,65,193,387,0,261,0,246,0,0,0,.,0,0,0,0,0,0
LA-503,1053,1016,832,0.7901,756,252,45,84,248,803,2,128,117,719,607,0.8029,0,0,60,170,584,2,0,65,252,180,0.7143,24,78,174,0,98,52,45,45,1,0,0,45,0,30,0,634,583,583,0.9196,140,429,205,0,167,44,3405,3393,2993,0.879,284,822,2583,0,690,31,2190,0,0,0,.,0,0,0,0,0,0
LA-505,211,92,82,0.3886,95,116,0,33,117,82,12,0,32,61,61,0.6421,0,0,6,27,57,11,0,11,31,21,0.181,27,90,25,1,0,21,0,0,.,0,0,0,0,0,0,121,98,98,0.8099,31,107,14,0,17,6,79,79,79,1,7,16,63,0,1,0,59,0,0,0,.,0,0,0,0,0,0
LA-506,173,163,155,0.896,34,139,0,6,17,156,0,42,0,24,24,0.7059,0,0,6,17,17,0,0,0,139,131,0.9424,0,0,139,0,42,0,0,0,.,0,0,0,0,0,0,169,146,146,0.8639,40,141,28,0,0,0,374,374,297,0.7941,46,169,205,0,99,0,66,0,0,0,.,0,0,0,0,0,0
LA-507,96,96,64,0.6667,48,48,0,3,28,68,0,16,0,48,34,0.7083,0,34,2,8,40,0,16,0,48,30,0.625,1,20,28,0,0,0,0,0,.,0,0,0,0,0,0,32,32,32,1,6,24,8,0,1,0,189,189,49,0.2593,13,26,163,0,140,0,0,0,0,0,.,0,0,0,0,0,0
LA-509,589,463,394,0.6689,396,193,0,49,149,405,35,80,76,277,208,0.5253,0,15,46,142,224,30,14,30,186,186,0.9637,3,7,181,5,66,46,0,0,.,0,0,0,0,0,0,457,457,457,1,95,328,129,0,37,22,719,678,678,0.943,122,352,367,0,0,0,70,0,0,0,.,0,0,0,0,0,0
MA-500,6134,6012,5946,0.9694,5578,515,41,1294,4069,2061,4,129,33,5502,5478,0.9821,61,182,1227,3945,1629,4,23,22,469,427,0.8291,67,124,391,0,85,11,41,41,1,0,0,41,0,21,0,872,850,850,0.9748,301,773,99,0,27,28,5487,5487,5095,0.9286,811,1445,4042,0,1505,26,3890,3994,3984,2721,0.6813,1391,3294,700,0,10,0
MA-502,981,981,957,0.9755,957,24,0,383,911,70,0,20,0,957,957,1.0,14,0,372,887,70,0,20,0,24,0,0,11,24,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,270,270,247,0.9148,21,43,227,0,3,14,232,0,0,0,.,0,0,0,0,0,0
MA-503,307,294,294,0.9577,258,49,0,93,204,103,0,6,0,245,245,0.9496,35,6,93,204,54,0,0,0,49,49,1,0,0,49,0,6,0,0,0,.,0,0,0,0,0,0,54,54,9,0.1667,18,45,9,0,5,0,255,255,255,1,19,44,211,0,50,0,122,33,33,23,0.697,0,0,33,0,0,0
MA-504,2499,2344,2279,0.912,2362,130,7,653,2212,283,4,11,9,2299,2257,0.9555,0,5,623,2128,230,4,0,4,38,15,0.1154,30,84,46,0,11,5,7,7,1,0,0,7,0,0,0,1024,1024,173,0.1689,289,971,53,0,0,28,946,946,697,0.7368,140,358,588,0,357,20,643,156,156,110,0.7051,35,100,56,0,0,10
MA-505,409,369,320,0.7824,296,113,0,72,233,168,8,52,8,270,221,0.7466,30,0,64,216,80,0,0,0,99,99,0.8761,8,17,88,8,52,8,0,0,.,0,0,0,0,0,0,285,285,285,1,91,285,0,0,0,0,313,313,260,0.8307,122,262,51,0,53,0,260,0,0,0,.,0,0,0,0,0,0
MA-506,1459,1391,1356,0.9294,949,497,13,321,976,478,5,183,93,881,855,0.9009,0,82,255,812,133,4,6,4,497,488,0.9819,66,164,332,1,177,89,13,13,1,0,0,13,0,0,0,831,831,830,0.9988,238,743,88,0,1,8,852,852,598,0.7019,150,371,481,0,269,0,163,5,5,0,0,0,0,5,0,0,0
MA-507,516,488,488,0.9457,255,261,0,54,178,338,0,241,8,227,227,0.8902,74,9,52,172,83,0,18,0,261,261,1,2,6,255,0,223,8,0,0,.,0,0,0,0,0,0,152,152,152,1,50,131,21,0,14,0,620,620,298,0.4806,44,137,483,0,394,26,117,47,47,41,0.8723,0,0,47,0,0,0
MA-508,774,658,614,0.7933,700,74,0,176,633,141,0,44,0,608,608,0.8686,77,0,167,605,95,0,0,0,50,6,0.0811,9,28,46,0,44,0,0,0,.,0,0,0,0,0,0,130,130,23,0.1769,33,101,29,0,6,0,176,157,105,0.5966,32,99,77,0,52,0,20,12,12,0,0,0,0,12,0,0,0
MA-509,373,347,322,0.8633,237,136,0,67,173,200,0,0,0,224,224,0.9451,95,26,29,65,172,0,0,0,123,98,0.7206,38,108,28,0,0,0,0,0,.,0,0,0,0,0,0,49,49,49,1,12,34,15,0,0,0,488,470,295,0.6045,24,58,430,0,165,10,165,140,132,41,0.2929,15,38,102,0,0,0
MA-510,696,680,680,0.977,602,84,10,173,505,191,0,25,0,586,586,0.9734,0,23,161,476,126,0,0,0,84,84,1,12,29,55,0,25,0,10,10,1,0,0,10,0,0,0,213,213,36,0.169,66,189,24,0,0,0,455,455,255,0.5604,51,175,280,0,298,0,451,179,179,129,0.7207,36,109,70,0,18,0
MA-511,980,955,955,0.9745,965,0,15,252,703,277,0,30,0,940,940,0.9741,23,72,252,703,262,0,15,0,0,0,.,0,0,0,0,0,0,15,15,1,0,0,15,0,15,0,823,823,823,1,262,752,71,0,54,0,978,978,954,0.9755,121,335,643,0,369,8,472,0,0,0,.,0,0,0,0,0,0
MA-515,281,268,244,0.8683,257,24,0,78,259,22,0,0,0,244,244,0.9494,25,30,68,235,22,0,0,0,24,0,0,10,24,0,0,0,0,0,0,.,0,0,0,0,0,0,11,11,11,1,1,3,8,0,0,0,385,385,385,1,89,289,96,0,21,11,168,0,0,0,.,0,0,0,0,0,0
MA-516,1643,1432,1178,0.717,1359,284,0,485,1382,257,4,50,26,1310,1158,0.8521,38,120,395,1152,203,4,14,4,122,20,0.0704,90,230,54,0,36,22,0,0,.,0,0,0,0,0,0,412,412,17,0.0413,136,393,19,0,23,0,1146,1137,626,0.5462,168,442,704,0,477,0,560,266,257,56,0.2105,32,88,178,0,56,4
MA-517,119,102,102,0.8571,78,41,0,11,28,91,0,22,9,61,61,0.7821,0,0,11,28,50,0,0,0,41,41,1,0,0,41,0,22,9,0,0,.,0,0,0,0,0,0,11,11,0,0,3,11,0,0,0,0,138,138,124,0.8986,17,43,95,0,14,22,88,29,29,29,1,7,23,6,0,0,0
MA-519,301,289,251,0.8339,251,50,0,63,259,42,0,0,0,239,239,0.9522,0,0,48,221,30,0,0,0,50,12,0.24,15,38,12,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,73,73,73,1,6,17,56,0,3,0,73,14,14,0,0,0,0,14,0,0,0
MD-500,124,96,74,0.5968,88,36,0,22,94,30,0,0,0,60,38,0.4318,22,7,9,64,24,0,0,0,36,36,1,13,30,6,0,0,0,0,0,.,0,0,0,0,0,0,19,19,19,1,7,11,8,0,0,0,83,83,83,1,18,55,28,0,0,0,0,0,0,0,.,0,0,0,0,0,0
MD-501,2154,2071,1458,0.6769,1174,950,30,107,413,1733,8,337,48,1119,915,0.7794,50,186,58,272,894,8,76,25,922,513,0.54,49,141,809,0,251,23,30,30,1,0,0,30,0,10,0,456,441,441,0.9671,77,224,232,0,112,63,2911,2911,2285,0.785,589,1324,1587,0,735,91,2012,1409,1409,121,0.0859,283,752,657,0,0,0
MD-502,169,141,141,0.8343,69,100,0,42,124,45,0,0,0,41,41,0.5942,40,27,19,25,44,0,0,0,100,100,1,23,99,1,0,0,0,0,0,.,0,0,0,0,0,0,35,35,35,1,8,32,3,0,0,0,153,153,153,1,27,96,57,0,24,0,97,0,0,0,.,0,0,0,0,0,0
MD-503,153,144,144,0.9412,138,15,0,38,95,58,0,6,0,129,129,0.9348,107,10,35,86,52,0,0,0,15,15,1,3,9,6,0,6,0,0,0,.,0,0,0,0,0,0,105,105,105,1,26,97,8,0,0,0,227,227,227,1,24,81,146,0,6,0,215,70,70,70,1,21,51,19,0,0,0
MD-504,113,66,66,0.5841,113,0,0,28,80,33,0,0,0,66,66,0.5841,22,0,28,80,33,0,0,0,0,0,.,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,95,95,70,0.7368,14,41,54,0,0,0,62,28,28,28,1,5,18,10,0,0,0
MD-505,582,543,543,0.933,506,76,0,61,442,140,0,0,0,473,473,0.9348,61,0,39,366,140,0,0,0,70,70,0.9211,22,76,0,0,0,0,0,0,.,0,0,0,0,0,0,169,169,169,1,28,95,74,0,38,0,577,577,289,0.5009,59,155,422,0,292,0,474,0,0,0,.,0,0,0,0,0,0
MD-506,98,87,76,0.7755,73,0,25,33,41,57,0,3,0,62,51,0.6986,25,10,33,41,32,0,3,0,0,0,.,0,0,0,0,0,0,25,25,1,0,0,25,0,0,0,17,17,17,1,5,17,0,0,0,0,43,43,33,0.7674,3,13,30,0,16,0,18,85,85,0,0,25,85,0,0,0,0
MD-507,121,99,99,0.8182,22,99,0,18,77,44,0,29,0,0,0,0.0,25,0,1,22,0,0,0,0,99,99,1,17,55,44,0,29,0,0,0,.,0,0,0,0,0,0,39,38,38,0.9744,10,35,4,0,0,0,121,121,26,0.2149,2,6,115,0,95,0,100,0,0,0,.,0,0,0,0,0,0
MD-508,159,129,129,0.8113,135,24,0,27,83,70,6,0,6,108,108,0.8,95,8,25,78,51,6,0,6,21,21,0.875,2,5,19,0,0,0,0,0,.,0,0,0,0,0,0,38,38,38,1,8,36,2,0,11,0,283,283,283,1,51,177,106,0,0,0,283,0,0,0,.,0,0,0,0,0,0
MD-509,252,223,223,0.8849,151,101,0,39,117,135,0,0,0,122,122,0.8079,0,11,13,56,95,0,0,0,101,101,1,26,61,40,0,0,0,0,0,.,0,0,0,0,0,0,68,68,68,1,23,68,0,0,0,0,52,52,52,1,3,6,46,0,0,0,46,0,0,0,.,0,0,0,0,0,0
MD-510,30,10,10,0.3333,21,9,0,9,11,19,0,0,0,1,1,0.0476,0,0,7,9,12,0,0,0,9,9,1,2,2,7,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,31,31,31,1,3,7,24,0,0,0,2,0,0,0,.,0,0,0,0,0,0
MD-511,90,90,90,1.0,65,25,0,21,54,36,0,0,0,65,65,1.0,73,0,16,38,27,0,0,0,25,25,1,5,16,9,0,0,0,0,0,.,0,0,0,0,0,0,66,66,66,1,14,42,24,0,0,0,102,102,102,1,19,66,36,0,0,0,2,0,0,0,.,0,0,0,0,0,0
MD-512,221,181,140,0.6335,186,35,0,21,134,87,0,25,0,146,115,0.6183,42,0,21,134,52,0,0,0,35,25,0.7143,0,0,35,0,25,0,0,0,.,0,0,0,0,0,0,12,12,12,1,0,0,12,0,0,0,99,99,99,1,15,46,53,0,0,0,52,0,0,0,.,0,0,0,0,0,0
MD-513,245,228,228,0.9306,207,38,0,34,108,137,0,3,0,190,190,0.9179,35,0,24,83,124,0,3,0,38,38,1,10,25,13,0,0,0,0,0,.,0,0,0,0,0,0,56,56,56,1,7,34,22,0,11,0,275,275,275,1,37,134,141,0,83,0,79,0,0,0,.,0,0,0,0,0,0
MD-600,374,374,374,1.0,221,153,0,72,264,105,5,15,23,221,221,1.0,28,10,20,135,81,5,15,10,153,153,1,52,129,24,0,0,13,0,0,.,0,0,0,0,0,0,179,179,166,0.9274,41,125,54,0,4,0,286,286,286,1,59,150,136,0,0,0,187,197,197,197,1,80,188,9,0,0,0
MD-601,418,339,339,0.811,275,109,34,49,180,238,0,4,0,216,216,0.7855,98,222,41,135,140,0,0,0,89,89,0.8165,8,45,64,0,0,0,34,34,1,0,0,34,0,4,0,283,283,283,1,93,264,19,0,4,50,2030,2030,1897,0.9345,327,1124,906,0,181,8,439,197,197,197,1,45,153,44,0,0,0
ME-500,2254,1952,1773,0.7866,1222,1017,15,359,1092,1142,20,66,99,1058,911,0.7455,0,190,172,556,650,16,12,57,879,847,0.8328,187,536,477,4,54,42,15,15,1,0,0,15,0,0,0,331,331,331,1,81,254,77,0,0,15,2532,2524,2503,0.9885,328,1032,1500,0,332,4,272,115,39,39,0.3391,28,103,12,0,0,0
MI-500,1685,787,559,0.3318,1326,359,0,326,987,685,13,24,43,708,507,0.3824,58,24,229,694,623,9,0,15,79,52,0.1448,97,293,62,4,24,28,0,0,.,0,0,0,0,0,0,789,789,789,1,163,572,217,0,78,0,366,366,231,0.6311,46,141,225,0,135,0,18,62,62,62,1,15,59,3,0,1,0
MI-501,1590,1523,1523,0.9579,967,589,34,153,481,1105,4,291,112,900,900,0.9307,459,93,82,314,649,4,36,9,589,589,1,71,167,422,0,221,103,34,34,1,0,0,34,0,34,0,740,740,740,1,214,595,145,0,93,36,2941,2941,2461,0.8368,348,973,1968,0,640,0,2299,0,0,0,.,0,0,0,0,0,0
MI-502,191,116,115,0.6021,103,78,10,38,132,59,0,20,0,68,67,0.6505,28,0,26,92,11,0,0,0,38,38,0.4872,12,40,38,0,20,0,10,10,1,0,0,10,0,0,0,214,214,214,1,47,182,32,0,6,0,637,637,637,1,123,404,233,0,152,0,434,0,0,0,.,0,0,0,0,0,0
MI-503,205,166,156,0.761,169,36,0,45,98,101,6,0,11,130,130,0.7692,78,0,36,72,91,6,0,6,36,26,0.7222,9,26,10,0,0,5,0,0,.,0,0,0,0,0,0,87,87,87,1,25,58,29,0,57,0,247,247,119,0.4818,44,117,130,0,128,0,66,0,0,0,.,0,0,0,0,0,0
MI-504,292,237,237,0.8116,172,120,0,49,158,121,13,0,44,117,117,0.6802,94,3,17,60,102,10,0,10,120,120,1,32,98,19,3,0,34,0,0,.,0,0,0,0,0,0,102,102,102,1,23,78,24,0,8,0,662,662,603,0.9109,96,327,335,0,59,0,303,44,44,0,0,8,37,7,0,0,0
MI-505,367,340,340,0.9264,323,44,0,35,226,131,10,22,24,296,296,0.9164,89,39,32,218,95,10,0,10,44,44,1,3,8,36,0,22,14,0,0,.,0,0,0,0,0,0,88,88,88,1,23,68,20,0,19,0,2052,2052,303,0.1477,433,1564,488,0,60,0,0,8,8,8,1,0,0,8,0,0,0
MI-506,879,689,629,0.7156,657,222,0,106,384,484,11,41,48,585,585,0.8904,49,5,70,261,388,8,18,17,104,44,0.1982,36,123,96,3,23,31,0,0,.,0,0,0,0,0,0,276,276,276,1,71,251,25,0,34,0,826,826,826,1,98,301,525,0,11,6,385,111,111,111,1,21,62,49,0,0,0
MI-507,678,604,604,0.8909,618,60,0,80,274,391,13,0,41,576,576,0.932,0,0,60,230,375,13,0,13,28,28,0.4667,20,44,16,0,0,28,0,0,.,0,0,0,0,0,0,60,60,60,1,14,48,12,0,4,0,439,426,426,0.9704,60,271,168,0,0,0,170,68,68,68,1,0,0,68,0,0,9
MI-508,544,514,514,0.9449,473,62,9,51,184,351,9,22,30,443,443,0.9366,0,40,42,158,311,4,0,4,62,62,1,9,26,31,5,13,26,9,9,1,0,0,9,0,9,0,161,161,161,1,37,119,42,0,13,18,481,481,267,0.5551,34,124,357,0,214,0,133,70,70,70,1,13,56,14,0,0,0
MI-509,228,178,178,0.7807,178,50,0,24,105,118,5,28,12,128,128,0.7191,105,0,24,105,68,5,5,5,50,50,1,0,0,50,0,23,7,0,0,.,0,0,0,0,0,0,266,266,266,1,64,223,43,0,41,5,1021,1021,1021,1,125,299,722,0,224,19,980,0,0,0,.,0,0,0,0,0,0
MI-510,431,259,259,0.6009,222,203,6,75,222,189,20,20,33,177,177,0.7973,0,5,25,81,126,15,20,15,76,76,0.3744,50,141,57,5,0,18,6,6,1,0,0,6,0,0,0,48,48,48,1,10,30,13,5,8,19,414,395,395,0.9541,62,222,192,0,128,0,160,0,0,0,.,0,0,0,0,0,0
MI-511,175,108,92,0.5257,128,47,0,21,81,94,0,0,2,90,74,0.5781,0,0,10,37,91,0,0,0,18,18,0.383,11,44,3,0,0,2,0,0,.,0,0,0,0,0,0,37,37,37,1,5,24,13,0,10,17,7,7,7,1,0,0,7,0,0,0,7,0,0,0,.,0,0,0,0,0,0
MI-512,144,110,110,0.7639,129,15,0,20,64,71,9,4,9,107,107,0.8295,70,0,15,52,71,6,4,6,3,3,0.2,5,12,0,3,0,3,0,0,.,0,0,0,0,0,0,40,40,40,1,15,33,7,0,14,19,332,332,309,0.9307,81,203,129,0,23,0,0,0,0,0,.,0,0,0,0,0,0
MI-513,43,21,19,0.4419,24,19,0,7,34,9,0,2,0,8,6,0.25,21,0,1,16,8,0,2,0,13,13,0.6842,6,18,1,0,0,0,0,0,.,0,0,0,0,0,0,17,17,17,1,5,13,4,0,1,0,37,37,19,0.5135,4,11,26,0,18,0,0,0,0,0,.,0,0,0,0,0,0
MI-514,196,148,148,0.7551,156,40,0,25,88,108,0,22,0,108,108,0.6923,0,15,19,71,85,0,22,0,40,40,1,6,17,23,0,0,0,0,0,.,0,0,0,0,0,0,55,55,55,1,11,37,18,0,11,0,90,90,6,0.0667,1,2,88,0,84,0,0,0,0,0,.,0,0,0,0,0,0
MI-515,240,222,186,0.775,151,89,0,49,89,151,0,17,0,133,133,0.8808,0,0,40,66,85,0,0,0,89,53,0.5955,9,23,66,0,17,0,0,0,.,0,0,0,0,0,0,15,15,15,1,6,15,0,0,0,0,18,18,18,1,4,16,2,0,0,0,18,0,0,0,.,0,0,0,0,0,0
MI-516,149,128,128,0.8591,149,0,0,27,83,66,0,0,0,128,128,0.8591,30,0,27,83,66,0,0,0,0,0,.,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,79,79,79,1,13,42,37,0,8,0,155,155,112,0.7226,37,93,62,0,49,0,74,576,576,70,0.1215,119,318,258,0,0,0
MI-517,115,85,78,0.6783,115,0,0,2,68,47,0,0,0,85,78,0.6783,0,10,2,68,47,0,0,0,0,0,.,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,76,76,76,1,13,45,31,0,30,0,103,103,99,0.9612,19,67,36,0,4,0,103,0,0,0,.,0,0,0,0,0,0
MI-518,70,40,40,0.5714,22,48,0,12,33,21,16,0,16,15,15,0.6818,19,0,4,10,6,6,0,6,25,25,0.5208,8,23,15,10,0,10,0,0,.,0,0,0,0,0,0,14,14,14,1,5,9,5,0,10,0,23,23,23,1,1,4,19,0,0,0,4,0,0,0,.,0,0,0,0,0,0
MI-519,280,244,244,0.8714,140,140,0,40,135,145,0,0,0,124,124,0.8857,0,27,16,59,81,0,0,0,120,120,0.8571,24,76,64,0,0,0,0,0,.,0,0,0,0,0,0,71,47,47,0.662,20,67,4,0,0,0,128,128,128,1,19,60,68,0,0,0,46,0,0,0,.,0,0,0,0,0,0
MI-523,128,82,82,0.6406,42,86,0,33,127,1,0,0,0,26,26,0.619,0,0,14,42,0,0,0,0,56,56,0.6512,19,85,1,0,0,0,0,0,.,0,0,0,0,0,0,19,19,19,1,5,17,2,0,0,0,53,53,53,1,17,46,7,0,0,0,53,0,0,0,.,0,0,0,0,0,0
MN-500,2696,2447,2342,0.8687,1932,746,18,380,1352,1293,51,77,240,1759,1749,0.9053,152,89,259,992,917,23,0,70,670,575,0.7708,121,360,358,28,77,170,18,18,1,0,0,18,0,0,0,775,775,775,1,194,631,144,0,39,120,5181,5149,4601,0.8881,650,2266,2911,4,478,167,640,2172,2150,2037,0.9378,263,946,1223,3,0,83
MN-501,1405,1193,711,0.506,828,577,0,177,613,780,12,12,100,651,457,0.5519,128,2,62,238,579,11,0,45,542,254,0.4402,115,375,201,1,12,55,0,0,.,0,0,0,0,0,0,304,304,304,1,80,256,48,0,18,41,2676,2582,2221,0.83,315,1032,1644,0,354,125,627,551,551,462,0.8385,113,346,205,0,0,58
MN-502,457,356,287,0.628,201,256,0,102,326,123,8,0,79,135,84,0.4179,56,14,41,132,61,8,0,18,221,203,0.793,61,194,62,0,0,61,0,0,.,0,0,0,0,0,0,143,126,126,0.8811,33,106,37,0,18,0,306,306,282,0.9216,48,149,157,0,35,0,227,423,423,423,1,88,258,155,10,3,28
MN-503,397,307,281,0.7078,293,104,0,87,262,135,0,4,55,203,186,0.6348,50,28,64,197,96,0,0,17,104,95,0.9135,23,65,39,0,4,38,0,0,.,0,0,0,0,0,0,298,298,298,1,98,251,47,0,12,44,1074,1074,994,0.9255,174,422,652,0,81,56,266,162,162,162,1,21,57,105,0,0,0
MN-504,56,52,52,0.9286,23,33,0,11,29,27,0,0,4,23,23,1.0,0,9,3,9,14,0,0,1,29,29,0.8788,8,20,13,0,0,3,0,0,.,0,0,0,0,0,0,37,37,37,1,6,16,21,0,8,0,93,91,91,0.9785,17,40,53,0,8,0,10,46,43,43,0.9348,7,21,25,0,0,0
MN-505,434,331,266,0.6129,246,188,0,98,288,143,3,15,48,150,106,0.4309,34,3,56,149,96,1,0,2,181,160,0.8511,42,139,47,2,15,46,0,0,.,0,0,0,0,0,0,155,155,155,1,29,111,44,0,9,2,252,252,203,0.8056,41,124,128,0,49,14,73,271,262,250,0.9225,70,220,51,0,18,0
MN-506,248,216,216,0.871,95,153,0,61,179,63,6,0,47,68,68,0.7158,16,32,17,69,21,5,0,5,148,148,0.9673,44,110,42,1,0,42,0,0,.,0,0,0,0,0,0,34,24,24,0.7059,7,23,11,0,3,0,116,116,116,1,30,95,21,0,0,22,3,347,347,287,0.8271,92,267,80,0,0,0
MN-508,197,171,171,0.868,85,112,0,46,124,73,0,4,57,59,59,0.6941,0,21,17,42,43,0,4,0,112,112,1,29,82,30,0,0,57,0,0,.,0,0,0,0,0,0,109,109,109,1,32,95,14,0,1,0,602,602,592,0.9834,140,388,214,0,14,0,171,38,38,38,1,12,36,2,0,0,0
MN-509,375,315,284,0.7573,199,176,0,74,231,144,0,9,62,150,124,0.6231,15,2,28,95,104,0,0,18,165,160,0.9091,46,136,40,0,9,44,0,0,.,0,0,0,0,0,0,114,114,114,1,30,83,31,0,0,7,516,516,496,0.9612,76,232,284,0,21,35,140,480,480,445,0.9271,86,293,187,0,0,11
MN-511,91,79,73,0.8022,46,45,0,36,79,12,0,0,16,34,34,0.7391,0,0,19,41,5,0,0,0,45,39,0.8667,17,38,7,0,0,16,0,0,.,0,0,0,0,0,0,116,116,116,1,47,96,20,0,0,0,157,157,157,1,45,134,23,0,0,14,48,31,31,31,1,12,16,15,0,0,0
MO-500,373,305,233,0.6247,161,212,0,80,185,154,34,6,198,122,106,0.6584,48,56,38,114,33,14,0,21,183,127,0.5991,42,71,121,20,6,177,0,0,.,0,0,0,0,0,0,127,127,127,1,31,103,24,0,21,6,406,406,281,0.6921,50,169,237,0,129,0,350,45,45,0,0,6,15,30,0,45,0
MO-501,903,740,611,0.6766,532,371,0,168,383,520,0,121,30,465,379,0.7124,16,270,85,214,318,0,4,10,275,232,0.6253,83,169,202,0,117,20,0,0,.,0,0,0,0,0,0,319,312,312,0.9781,55,212,107,0,44,0,1940,1940,1547,0.7974,228,733,1207,0,388,15,1936,21,21,0,0,5,21,0,0,0,0
MO-503,196,131,131,0.6684,160,36,0,34,149,38,9,0,22,95,95,0.5938,0,199,29,124,31,5,0,12,36,36,1,5,25,7,4,0,10,0,0,.,0,0,0,0,0,0,103,103,103,1,24,65,38,0,46,0,32,32,32,1,5,17,15,0,0,0,32,126,126,126,1,0,0,126,0,0,0
MO-600,460,232,211,0.4587,418,42,0,78,234,204,22,0,30,190,169,0.4043,115,42,66,210,186,22,0,22,42,42,1,12,24,18,0,0,8,0,0,.,0,0,0,0,0,0,155,155,155,1,30,112,43,0,33,16,157,157,121,0.7707,20,62,95,0,41,7,157,0,0,0,.,0,0,0,0,0,0
MO-602,284,254,72,0.2535,209,75,0,21,62,198,24,40,24,179,39,0.1866,20,3,12,34,151,24,15,24,75,33,0.44,9,28,47,0,25,0,0,0,.,0,0,0,0,0,0,48,48,48,1,12,36,12,0,11,0,188,188,98,0.5213,20,63,125,0,90,0,147,0,0,0,.,0,0,0,0,0,0
