CoC_Number,Total_Year_Round_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES_TH_SH,Total_HMIS_Year_Round_Beds_ES_TH_SH,HMIS_Participation_Rate_for_Year_Round_Beds_ES_TH_SH,Total_Year_Round_Beds_ES,Total_Year_Round_Beds_TH,Total_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_without_Children_ES_TH_SH,Total_Beds_for_Households_with_only_Children_ES_TH_SH,Dedicated_Veteran_Beds_ES_TH_SH,Dedicated_Youth_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES,Total_HMIS_Year_Round_Beds_ES,HMIS_Participation_Rate_for_Year_Round_Beds_ES,Total_Seasonal_Beds_ES,Total_Overflow_Beds_ES,Total_Units_for_Households_with_Children_ES,Total_Beds_for_Households_with_Children_ES,Total_Beds_for_Households_without_Children_ES,Total_Beds_for_Households_with_only_Children_ES,Dedicated_Veteran_Beds_ES,Dedicated_Youth_Beds_ES,Total_Non_DV_Year_Round_Beds_TH,Total_HMIS_Year_Round_Beds_TH,HMIS_Participation_Rate_for_Year_Round_Beds_TH,Total_Units_for_Households_with_Children_TH,Total_Beds_for_Households_with_Children_TH,Total_Beds_for_Households_without_Children_TH,Total_Beds_for_Households_with_only_Children_TH,Dedicated_Veteran_Beds_TH,Dedicated_Youth_Beds_TH,Total_Non_DV_Year_Round_Beds_SH,Total_HMIS_Year_Round_Beds_SH,HMIS_Participation_Rate_for_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_SH,Total_Beds_for_Households_with_Children_SH,Total_Beds_for_Households_without_Children_SH,Total_Beds_for_Households_with_only_Children_SH,Dedicated_Veteran_Beds_SH,Dedicated_Youth_Beds_SH,Total_Year_Round_Beds_RRH,Total_Non_DV_Year_Round_Beds_RRH,Total_HMIS_Year_Round_Beds_RRH,HMIS_Participation_Rate_for_Year_Round_Beds_RRH,Total_Units_for_Households_with_Children_RRH,Total_Beds_for_Households_with_Children_RRH,Total_Beds_for_Households_without_Children_RRH,Total_Beds_for_Households_with_only_Children_RRH,Dedicated_Veteran_Beds_RRH,Dedicated_Youth_Beds_RRH,Total_Year_Round_Beds_PSH,Total_Non_DV_Year_Round_Beds_PSH,Total_HMIS_Year_Round_Beds_PSH,HMIS_Participation_Rate_for_Year_Round_Beds_PSH,Total_Units_for_Households_with_Children_PSH,Total_Beds_for_Households_with_Children_PSH,Total_Beds_for_Households_without_Children_PSH,Total_Beds_for_Households_with_only_Children_PSH,Dedicated_Veteran_Beds_PSH,Dedicated_Youth_Beds_PSH,Dedicated_Chronically_Homeless_Beds_PSH,Total_Year_Round_Beds_OPH,Total_Non_DV_Year_Round_Beds_OPH,Total_HMIS_Year_Round_Beds_OPH,HMIS_Participation_Rate_for_Year_Round_Beds_OPH,Total_Units_for_Households_with_Children_OPH,Total_Beds_for_Households_with_Children_OPH,Total_Beds_for_Households_without_Children_OPH,Total_Beds_for_Households_with_only_Children_OPH,Dedicated_Veteran_Beds_OPH,Dedicated_Youth_Beds_OPH
VA-504,114,87,87,0.7632,92,22,0,18,50,64,0,0,0,67,67,0.7283,65,0,13,28,64,0,0,0,20,20,0.9091,5,22,0,0,0,0,0,0,.,0,0,0,0,0,0,30,30,30,1,2,4,26,0,5,0,134,134,103,0.7687,1,4,130,0,31,0,102,25,25,0,0,0,0,25,0,0,0
VA-505,311,216,131,0.4212,219,92,0,79,179,132,0,22,0,160,87,0.3973,250,0,59,114,105,0,12,0,56,44,0.4783,20,65,27,0,10,0,0,0,.,0,0,0,0,0,0,158,132,132,0.8354,35,120,38,0,14,9,800,800,261,0.3263,64,190,610,0,539,0,83,88,88,88,1,0,0,88,0,0,0
VA-507,78,48,23,0.2949,55,23,0,22,58,20,0,2,0,25,0,0.0,40,0,18,47,8,0,0,0,23,23,1,4,11,12,0,2,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,165,165,165,1,11,32,133,0,2,0,145,0,0,0,.,0,0,0,0,0,0
VA-508,144,98,98,0.6806,144,0,0,14,57,87,0,0,0,98,98,0.6806,0,0,14,57,87,0,0,0,0,0,.,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,93,93,93,1,25,73,20,0,15,0,67,67,63,0.9403,7,25,42,0,4,0,11,0,0,0,.,0,0,0,0,0,0
VA-513,300,214,63,0.21,282,18,0,41,143,157,0,0,0,196,63,0.2234,92,46,41,143,139,0,0,0,18,0,0,0,0,18,0,0,0,0,0,.,0,0,0,0,0,0,105,83,83,0.7905,24,86,19,0,10,0,82,82,82,1,6,22,60,0,15,0,32,0,0,0,.,0,0,0,0,0,0
VA-514,167,133,133,0.7964,167,0,0,32,102,65,0,0,0,133,133,0.7964,37,13,32,102,65,0,0,0,0,0,.,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,89,46,46,0.5169,16,55,34,0,8,0,122,122,56,0.459,10,35,87,0,66,0,56,0,0,0,.,0,0,0,0,0,0
VA-521,763,500,211,0.2765,586,177,0,178,517,246,0,3,0,347,211,0.3601,100,25,128,351,235,0,3,0,153,0,0,50,166,11,0,0,0,0,0,.,0,0,0,0,0,0,406,383,383,0.9433,94,281,125,0,4,21,102,102,77,0.7549,3,8,94,0,25,0,36,9,9,9,1,0,0,9,0,0,0
VA-600,197,182,182,0.9239,180,17,0,29,89,108,0,0,0,165,165,0.9167,25,3,25,81,99,0,0,0,17,17,1,4,8,9,0,0,0,0,0,.,0,0,0,0,0,0,142,142,142,1,39,124,18,0,0,0,246,246,246,1,23,63,183,0,0,0,124,7,7,7,1,2,6,1,0,0,0
VA-601,732,564,564,0.7705,483,249,0,160,547,177,8,0,65,411,411,0.8509,177,163,90,325,150,8,0,8,153,153,0.6145,70,222,27,0,0,57,0,0,.,0,0,0,0,0,0,269,269,268,0.9963,59,202,67,0,1,32,639,639,550,0.8607,52,163,476,0,89,0,327,306,306,306,1,76,264,42,0,0,0
VA-602,126,106,57,0.4524,90,36,0,41,101,25,0,1,0,70,45,0.5,18,11,26,69,21,0,1,0,36,12,0.3333,15,32,4,0,0,0,0,0,.,0,0,0,0,0,0,35,35,35,1,7,27,8,0,0,0,24,24,24,1,4,11,13,0,0,0,24,0,0,0,.,0,0,0,0,0,0
VA-603,203,182,182,0.8966,145,46,12,30,100,103,0,0,0,124,124,0.8552,50,0,20,68,77,0,0,0,46,46,1,10,32,14,0,0,0,12,12,1,0,0,12,0,0,0,96,96,96,1,28,78,18,0,0,0,47,47,47,1,3,8,39,0,0,0,22,3,3,3,1,0,0,3,0,3,0
VA-604,289,268,229,0.7924,208,81,0,53,201,84,4,0,4,187,187,0.899,0,0,29,126,78,4,0,4,81,42,0.5185,24,75,6,0,0,0,0,0,.,0,0,0,0,0,0,156,156,155,0.9936,32,123,33,0,32,0,125,125,39,0.312,22,52,73,0,70,0,39,0,0,0,.,0,0,0,0,0,0
VI-500,78,51,43,0.5513,34,44,0,17,19,59,0,0,0,22,22,0.6471,0,0,2,4,30,0,0,0,29,21,0.4773,15,15,29,0,0,0,0,0,.,0,0,0,0,0,0,12,12,12,1,0,0,12,0,10,0,64,64,64,1,7,7,57,0,18,0,0,0,0,0,.,0,0,0,0,0,0
VT-500,643,509,439,0.6827,481,162,0,76,252,360,31,60,69,378,345,0.7173,158,210,66,224,238,19,4,21,131,94,0.5802,10,28,122,12,56,48,0,0,.,0,0,0,0,0,0,399,399,285,0.7143,98,320,79,0,33,0,442,442,241,0.5452,34,116,326,0,201,0,241,0,0,0,.,0,0,0,0,0,0
VT-501,210,174,146,0.6952,149,61,0,23,70,140,0,21,16,133,132,0.8859,51,58,18,59,90,0,1,8,41,14,0.2295,5,11,50,0,20,8,0,0,.,0,0,0,0,0,0,66,57,29,0.4394,19,51,15,0,0,0,112,112,73,0.6518,3,9,103,0,39,0,85,79,79,23,0.2911,2,8,71,0,0,0
WA-500,6714,6150,5025,0.7484,4540,2129,45,826,2981,3675,58,202,534,4295,3621,0.7976,265,6,410,1549,2949,42,83,231,1810,1359,0.6383,416,1432,681,16,119,303,45,45,1,0,0,45,0,0,0,1102,1047,1047,0.9501,211,713,389,0,176,51,6066,6066,4971,0.8195,515,1548,4518,0,1498,61,2530,1652,1609,1492,0.9031,335,1269,383,0,29,119
WA-501,4494,3739,2159,0.4804,2985,1509,0,713,2389,2042,63,252,223,2364,1164,0.3899,479,68,369,1341,1581,63,16,104,1375,995,0.6594,344,1048,461,0,236,119,0,0,.,0,0,0,0,0,0,2233,2206,2186,0.979,391,1403,828,2,79,50,1591,1541,1322,0.8309,169,423,1168,0,387,17,587,1037,917,659,0.6355,253,696,341,0,151,15
WA-502,1016,990,588,0.5787,721,295,0,109,419,564,33,32,74,695,360,0.4993,245,121,37,198,490,33,10,33,295,228,0.7729,72,221,74,0,22,41,0,0,.,0,0,0,0,0,0,438,426,426,0.9726,37,121,316,1,124,27,822,822,818,0.9951,62,186,636,0,519,0,321,467,467,396,0.848,93,363,104,0,0,0
WA-503,886,812,777,0.877,726,160,0,134,379,501,6,22,46,652,629,0.8664,0,40,75,243,477,6,10,46,160,148,0.925,59,136,24,0,12,0,0,0,.,0,0,0,0,0,0,606,531,531,0.8762,116,400,206,0,76,7,847,847,535,0.6316,50,163,684,0,322,14,535,550,550,550,1,152,473,77,0,0,0
WA-504,599,542,515,0.8598,458,141,0,83,267,289,43,2,55,423,418,0.9127,37,0,63,209,229,20,2,20,119,97,0.6879,20,58,60,23,0,35,0,0,.,0,0,0,0,0,0,476,424,424,0.8908,85,284,192,0,26,2,1683,1683,1299,0.7718,278,971,712,0,404,0,866,505,449,395,0.7822,135,458,47,0,0,58
WA-508,373,346,338,0.9062,192,181,0,65,225,138,10,0,23,165,165,0.8594,104,11,30,112,70,10,0,15,181,173,0.9558,35,113,68,0,0,8,0,0,.,0,0,0,0,0,0,256,256,256,1,53,167,89,0,0,17,445,445,405,0.9101,14,47,398,0,233,12,274,30,30,0,0,0,0,30,0,0,0
WI-500,2821,1894,1701,0.603,1905,909,7,553,1738,1074,9,125,64,1248,1145,0.601,324,215,358,1103,794,8,3,30,639,549,0.604,195,635,273,1,122,34,7,7,1,0,0,7,0,0,0,719,719,719,1,167,585,134,0,38,22,825,825,710,0.8606,102,310,515,0,423,0,371,108,108,40,0.3704,16,63,45,0,0,0
WI-501,949,870,870,0.9168,749,153,47,95,304,617,28,81,49,670,670,0.8945,7,0,83,261,460,28,0,28,153,153,1,12,43,110,0,81,21,47,47,1,0,0,47,0,0,0,369,369,369,1,82,285,84,0,30,62,1723,1723,1723,1,85,273,1450,0,560,0,559,124,124,124,1,12,45,79,0,65,0
WI-502,254,175,174,0.685,193,61,0,27,111,135,8,30,8,145,144,0.7461,0,10,19,83,102,8,0,8,30,30,0.4918,8,28,33,0,30,0,0,0,.,0,0,0,0,0,0,80,80,80,1,15,53,27,0,2,13,139,130,76,0.5468,11,33,106,0,78,0,56,0,0,0,.,0,0,0,0,0,0
WI-503,490,409,362,0.7388,332,158,0,75,234,248,8,24,16,276,273,0.8223,35,22,49,150,174,8,0,8,133,89,0.5633,26,84,74,0,24,8,0,0,.,0,0,0,0,0,0,307,307,307,1,74,271,36,0,6,0,898,898,710,0.7906,132,447,451,0,213,0,196,551,551,551,1,55,221,330,0,6,0
WV-500,99,62,59,0.596,71,28,0,15,46,53,0,3,0,46,46,0.6479,21,33,8,28,43,0,0,0,16,13,0.4643,7,18,10,0,3,0,0,0,.,0,0,0,0,0,0,14,14,14,1,1,3,11,0,9,0,18,18,18,1,0,0,18,0,0,0,16,0,0,0,.,0,0,0,0,0,0
WV-501,217,195,182,0.8387,204,0,13,22,79,138,0,13,0,182,169,0.8284,0,22,22,79,125,0,13,0,0,0,.,0,0,0,0,0,0,13,13,1,0,0,13,0,0,0,176,176,176,1,13,47,129,0,0,0,371,371,357,0.9623,57,136,235,0,110,0,166,103,103,103,1,0,0,103,0,0,0
WV-503,280,234,158,0.5643,232,48,0,25,85,184,11,12,11,217,141,0.6078,0,84,15,64,162,6,0,6,17,17,0.3542,10,21,22,5,12,5,0,0,.,0,0,0,0,0,0,82,82,82,1,13,34,48,0,0,0,165,154,162,0.9818,5,10,155,0,62,0,98,0,0,0,.,0,0,0,0,0,0
WV-508,917,650,552,0.602,803,114,0,129,413,504,0,42,15,536,441,0.5492,43,57,107,367,436,0,26,0,114,111,0.9737,22,46,68,0,16,15,0,0,.,0,0,0,0,0,0,339,339,339,1,50,167,172,0,100,0,698,698,254,0.3639,102,287,411,0,411,0,321,16,16,16,1,4,16,0,0,0,0
WY-500,619,575,552,0.8918,383,236,0,54,210,381,28,19,70,339,325,0.8486,0,0,27,104,265,14,0,14,236,227,0.9619,27,106,116,14,19,56,0,0,.,0,0,0,0,0,0,51,44,44,0.8627,3,11,40,0,37,0,225,225,73,0.3244,26,73,152,0,152,0,73,0,0,0,.,0,0,0,0,0,0
Total,389549,341193,280244,0.7194,291837,95446,2266,58332,186849,199276,3424,18335,15447,255135,214680,0.7356,21746,16311,43203,141686,147350,2801,4309,6501,83844,63389,0.6641,15129,45163,49660,623,12918,8922,2214,2175,0.9598,0,0,2266,0,1108,24,112961,106938,103924,0.92,26147,82652,30229,80,12576,3667,369293,366391,281604,0.7625,43199,125676,243528,89,102210,4008,181505,39854,39339,30267,0.7594,7790,23682,16131,41,1455,588
